Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Vincent Jackson,SD,SF@SD,34.0,0,0,0,0,0,0,0,0,0,0,5,112,3,0,0,0
Mario Manningham,NYG,PHI@NYG,30.0,0,0,0,0,0,0,0,0,0,0,8,113,2,0,1,0
Austin Collie,IND,JAX@IND,28.0,0,0,0,0,0,0,0,0,0,0,8,87,2,0,0,0
Santana Moss,WAS,WAS@DAL,27.0,0,0,0,0,0,0,2,-1,0,0,8,72,2,0,0,0
Brandon Marshall,MIA,BUF@MIA,26.0,0,0,0,0,0,0,0,0,0,0,11,106,1,0,1,0
Calvin Johnson,DET,DET@TB,25.0,0,0,0,0,0,0,0,0,0,0,10,152,0,0,0,0
Jeremy Maclin,PHI,PHI@NYG,23.0,0,0,0,0,0,0,0,0,0,0,7,59,2,0,1,0
Larry Fitzgerald,ARI,ARI@CAR,21.0,0,0,0,0,0,0,0,0,0,0,9,125,0,0,0,0
Mike Williams,TB,DET@TB,21.0,0,0,0,0,0,0,0,0,0,0,6,96,1,0,0,0
Jacoby Ford,OAK,DEN@OAK,20.0,0,0,0,0,0,0,1,71,1,0,3,47,0,0,0,0
James Jones,GB,GB@NE,20.0,0,0,0,0,0,0,0,0,0,0,5,95,1,0,0,0
Mike Sims-Walker,JAX,JAX@IND,20.0,0,0,0,0,0,0,0,0,0,0,4,42,2,0,0,0
Kevin Walter,HOU,HOU@TEN,20.0,0,0,0,0,0,0,0,0,0,0,7,79,1,0,0,0
Brian Robiskie,CLE,CLE@CIN,19.0,0,0,0,0,0,0,0,0,0,0,5,82,1,0,0,0
Roddy White,ATL,ATL@SEA,19.0,0,0,0,0,0,0,0,0,0,0,7,65,1,0,0,0
Kenny Britt,TEN,HOU@TEN,18.0,0,0,0,0,0,0,0,0,0,0,6,128,0,0,0,0
Braylon Edwards,NYJ,NYJ@PIT,18.0,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0
Percy Harvin,MIN,CHI@MIN,18.0,0,0,0,0,0,0,1,-1,0,0,5,72,1,0,0,0
Stevie Johnson,BUF,BUF@MIA,18.0,0,0,0,0,0,0,0,0,0,0,6,69,1,0,0,0
Hakeem Nicks,NYG,PHI@NYG,18.0,0,0,0,0,0,0,0,0,0,0,6,63,1,0,0,0
Andre Johnson,HOU,HOU@TEN,17.0,0,0,0,0,0,0,0,0,0,0,6,58,1,0,0,0
Brandon Lloyd,DEN,DEN@OAK,17.0,0,0,0,0,0,0,0,0,0,0,4,79,1,0,0,0
Josh Morgan,SF,SF@SD,17.0,0,0,0,0,0,0,0,0,0,0,7,106,0,0,0,0
Mike Wallace,PIT,NYJ@PIT,17.0,0,0,0,0,0,0,1,8,0,0,7,102,0,0,0,0
Davone Bess,MIA,BUF@MIA,16.0,0,0,0,0,0,0,0,0,0,0,9,78,0,0,0,0
Anthony Armstrong,WAS,WAS@DAL,15.0,0,0,0,0,0,0,0,0,0,0,5,100,0,0,0,0
Johnny Knox,CHI,CHI@MIN,15.0,0,0,0,0,0,0,0,0,0,0,2,78,1,0,0,0
David Nelson,BUF,BUF@MIA,15.0,0,0,0,0,0,0,0,0,0,0,3,61,1,0,0,0
Nate Burleson,DET,DET@TB,14.0,0,0,0,0,0,0,1,25,0,0,4,28,1,0,0,0
