Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Cleveland BrownsCLE,CLE,CLE@JAX,23.0,4.0,4,0,2,0,1,24,226,145,371,,,,,,
Pittsburgh SteelersPIT,PIT,OAK@PIT,22.0,6.0,2,0,1,0,0,3,121,61,182,,,,,,
Tampa Bay BuccaneersTB,TB,TB@SF,20.0,6.0,1,0,1,0,0,0,118,71,189,,,,,,
Chicago BearsCHI,CHI,CHI@MIA,18.0,6.0,1,0,0,0,0,0,148,39,187,,,,,,
Dallas CowboysDAL,DAL,DET@DAL,17.0,3.0,1,0,1,0,1,19,263,75,338,,,,,,
Tennessee TitansTEN,TEN,WAS@TEN,15.0,3.0,1,0,0,0,1,19,358,107,465,,,,,,
Green Bay PackersGB,GB,GB@MIN,15.0,1.0,1,0,1,0,0,3,207,93,300,,,,,,
Buffalo BillsBUF,BUF,BUF@CIN,14.0,2.0,2,0,1,0,1,31,228,133,361,,,,,,
Philadelphia EaglesPHI,PHI,NYG@PHI,14.0,0.0,3,0,2,0,0,17,147,61,208,,,,,,
Jacksonville JaguarsJAX,JAX,CLE@JAX,12.0,6.0,1,0,0,0,0,20,195,88,283,,,,,,
Cincinnati BengalsCIN,CIN,BUF@CIN,11.0,1.0,2,0,0,0,1,49,308,141,449,,,,,,
San Diego ChargersSD,SD,DEN@SD,11.0,5.0,1,0,0,0,0,14,172,63,235,,,,,,
New York GiantsNYG,NYG,NYG@PHI,10.0,3.0,0,0,2,1,0,27,244,148,392,,,,,,
Miami DolphinsMIA,MIA,CHI@MIA,9.0,3.0,1,0,0,0,0,16,133,135,268,,,,,,
Washington RedskinsWAS,WAS,WAS@TEN,9.0,1.0,1,0,1,0,0,16,222,151,373,,,,,,
Kansas City ChiefsKC,KC,ARI@KC,9.0,2.0,0,0,0,0,0,13,281,101,382,,,,,,
New Orleans SaintsNO,NO,SEA@NO,8.0,0.0,0,0,2,0,0,19,366,58,424,,,,,,
Houston TexansHOU,HOU,HOU@NYJ,7.0,3.0,1,0,1,0,0,30,298,103,401,,,,,,
Carolina PanthersCAR,CAR,BAL@CAR,7.0,3.0,0,0,2,0,0,37,278,100,378,,,,,,
New England PatriotsNE,NE,IND@NE,6.0,0.0,3,0,0,0,0,28,396,71,467,,,,,,
Detroit LionsDET,DET,DET@DAL,6.0,2.0,0,1,1,0,0,35,131,134,265,,,,,,
Atlanta FalconsATL,ATL,ATL@STL,6.0,0.0,1,0,0,0,0,17,233,71,304,,,,,,
New York JetsNYJ,NYJ,HOU@NYJ,4.0,1.0,0,0,1,0,0,27,246,97,343,,,,,,
Oakland RaidersOAK,OAK,OAK@PIT,4.0,2.0,0,0,1,0,0,35,269,162,431,,,,,,
Seattle SeahawksSEA,SEA,SEA@NO,4.0,0.0,2,0,0,0,0,34,382,112,494,,,,,,
Minnesota VikingsMIN,MIN,GB@MIN,3.0,3.0,0,0,0,0,0,31,283,91,374,,,,,,
San Francisco 49ersSF,SF,TB@SF,3.0,2.0,0,0,0,0,0,21,137,162,299,,,,,,
Denver BroncosDEN,DEN,DEN@SD,3.0,1.0,1,0,0,0,0,35,253,147,400,,,,,,
Indianapolis ColtsIND,IND,IND@NE,1.0,1.0,0,0,0,0,0,31,178,168,346,,,,,,
Arizona CardinalsARI,ARI,ARI@KC,0.0,0.0,0,0,0,0,0,31,193,159,352,,,,,,
S,STL,ATL@STL,0.0,0.0,0,0,0,0,0,34,253,138,391,,,,,,
