Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Tom Brady,NE,NE@DET,37.0,27,21,341,4,0,0,4,1,0,0,0,0,0,0,0,0
Matt Cassel,KC,KC@SEA,35.0,32,22,233,4,0,0,5,28,0,0,0,0,0,0,0,0
Jay Cutler,CHI,PHI@CHI,34.0,21,14,247,4,0,0,7,17,0,0,0,0,0,0,0,0
Kyle Orton,DEN,STL@DEN,31.0,41,24,347,3,0,0,0,0,0,0,0,0,0,0,0,0
Sam Bradford,STL,STL@DEN,30.0,37,22,308,3,0,0,1,-1,0,0,0,0,0,0,0,0
Aaron Rodgers,GB,GB@ATL,29.0,35,26,344,1,0,0,12,51,1,0,0,0,0,0,1,0
Michael Vick,PHI,PHI@CHI,27.0,44,29,333,2,1,0,9,44,0,0,0,0,0,0,0,0
Chad Henne,MIA,MIA@OAK,22.0,30,17,307,2,1,0,3,-4,0,0,0,0,0,0,0,0
Joe Flacco,BAL,TB@BAL,21.0,35,25,289,2,1,0,3,-2,0,0,0,0,0,0,0,0
Eli Manning,NYG,JAX@NYG,21.0,24,14,226,2,0,0,3,-1,0,0,0,0,0,0,0,0
Matt Schaub,HOU,TEN@HOU,19.0,35,25,178,2,0,0,2,-2,0,0,0,0,0,0,0,0
Drew Brees,NO,NO@DAL,18.0,39,23,352,1,1,0,3,-3,0,0,0,0,0,0,0,0
Matt Hasselbeck,SEA,KC@SEA,18.0,37,20,282,2,2,0,2,-2,0,0,0,0,0,0,1,0
Shaun Hill,DET,NE@DET,15.0,46,27,285,1,2,0,4,23,0,0,0,0,0,0,0,0
Peyton Manning,IND,SD@IND,15.0,48,31,285,2,4,0,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,BUF,PIT@BUF,14.0,45,23,265,1,1,0,2,4,0,0,0,0,0,0,0,0
Josh Freeman,TB,TB@BAL,14.0,37,17,162,1,0,0,6,27,0,0,0,0,0,0,0,0
David Garrard,JAX,JAX@NYG,13.0,35,20,162,0,1,0,6,41,1,0,0,0,0,0,1,0
Matt Ryan,ATL,GB@ATL,13.0,28,24,197,1,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Gradkowski,OAK,MIA@OAK,12.0,32,17,252,1,2,0,0,0,0,0,0,0,0,0,0,0
Jon Kitna,DAL,NO@DAL,12.0,42,30,313,0,1,0,5,20,0,0,0,0,0,0,0,0
Donovan McNabb,WAS,MIN@WAS,12.0,35,21,211,1,1,0,2,7,0,0,0,0,0,0,0,0
Ben Roethlisberger,PIT,PIT@BUF,10.0,33,20,246,0,0,0,1,18,0,0,0,0,0,0,0,0
Mark Sanchez,NYJ,CIN@NYJ,10.0,28,16,166,1,1,0,3,-4,0,0,0,0,0,0,0,0
Troy Smith,SF,SF@ARI,9.0,23,11,129,1,1,0,3,6,0,0,0,0,0,0,0,0
Carson Palmer,CIN,CIN@NYJ,7.0,38,17,135,1,2,0,2,5,0,0,0,0,0,0,0,0
Philip Rivers,SD,SD@IND,7.0,23,19,185,0,0,0,3,7,0,0,0,0,0,0,0,0
Brett Favre,MIN,MIN@WAS,6.0,23,15,172,0,0,0,5,9,0,0,0,0,0,0,0,0
Jimmy Clausen,CAR,CAR@CLE,5.0,28,16,195,0,1,0,0,0,0,0,0,0,0,0,0,0
Jake Delhomme,CLE,CAR@CLE,5.0,35,24,245,0,2,0,2,2,0,0,0,0,0,0,0,0
Derek Anderson,ARI,SF@ARI,4.0,35,16,196,0,1,0,1,0,0,0,0,0,0,0,1,0
Tyler Thigpen,MIA,MIA@OAK,0.0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
Rusty Smith,TEN,TEN@HOU,-1.0,31,17,138,0,3,0,0,0,0,0,0,0,0,0,0,0
