Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
David Buehler,DAL,DAL@IND,12.0,3,3,4,3,0,,,,,,,,,,,
David Akers,PHI,HOU@PHI,10.0,4,4,2,2,0,,,,,,,,,,,
Mason Crosby,GB,SF@GB,10.0,4,4,3,2,0,,,,,,,,,,,
Garrett Hartley,NO,NO@CIN,10.0,4,4,2,2,0,,,,,,,,,,,
Dave Rayner,DET,CHI@DET,10.0,2,2,2,2,1,,,,,,,,,,,
Jeff Reed,SF,SF@GB,10.0,1,1,3,3,0,,,,,,,,,,,
Clint Stitser,NO,NO@CIN,10.0,2,1,3,3,0,,,,,,,,,,,
Shayne Graham,NE,NYJ@NE,9.0,6,6,1,1,0,,,,,,,,,,,
Robbie Gould,CHI,CHI@DET,8.0,3,3,1,1,1,,,,,,,,,,,
Ryan Longwell,MIN,BUF@MIN,8.0,5,5,1,1,0,,,,,,,,,,,
Phil Dawson,CLE,CLE@MIA,7.0,1,1,3,2,0,,,,,,,,,,,
Nate Kaeding,SD,OAK@SD,7.0,1,1,3,2,0,,,,,,,,,,,
Olindo Mare,SEA,CAR@SEA,7.0,4,4,2,1,0,,,,,,,,,,,
Shaun Suisham,PIT,PIT@BAL,7.0,1,1,2,2,0,,,,,,,,,,,
Lawrence Tynes,NYG,WAS@NYG,7.0,4,4,1,1,0,,,,,,,,,,,
Connor Barth,TB,ATL@TB,6.0,3,3,1,1,0,,,,,,,,,,,
Rob Bironas,TEN,JAX@TEN,6.0,0,0,2,2,0,,,,,,,,,,,
Dan Carpenter,MIA,CLE@MIA,6.0,1,1,2,1,1,,,,,,,,,,,
Jay Feely,ARI,STL@ARI,6.0,0,0,2,2,0,,,,,,,,,,,
Matt Prater,DEN,DEN@KC,6.0,0,0,2,2,0,,,,,,,,,,,
Neil Rackers,HOU,HOU@PHI,6.0,3,3,1,1,0,,,,,,,,,,,
Josh Scobee,JAX,JAX@TEN,5.0,2,2,3,1,0,,,,,,,,,,,
Adam Vinatieri,IND,DAL@IND,5.0,5,5,0,0,0,,,,,,,,,,,
Matt Bryant,ATL,ATL@TB,4.0,4,4,0,0,0,,,,,,,,,,,
Billy Cundiff,BAL,PIT@BAL,4.0,1,1,1,1,0,,,,,,,,,,,
Sebastian Janikowski,OAK,OAK@SD,4.0,4,4,0,0,0,,,,,,,,,,,
Ryan Succop,KC,DEN@KC,4.0,1,1,1,1,0,,,,,,,,,,,
Nick Folk,NYJ,NYJ@NE,3.0,0,0,2,1,0,,,,,,,,,,,
John Kasay,CAR,CAR@SEA,2.0,2,2,0,0,0,,,,,,,,,,,
Rian Lindell,BUF,BUF@MIN,2.0,2,2,0,0,0,,,,,,,,,,,
Graham Gano,WAS,WAS@NYG,1.0,1,1,1,0,0,,,,,,,,,,,
