Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Philip Rivers,SD,SD@HOU,33.0,23,17,295,4,1,0,4,-7,0,0,0,0,0,0,0,0
Aaron Rodgers,GB,DAL@GB,33.0,34,27,289,3,0,0,5,41,0,0,0,0,0,0,0,0
Eli Manning,NYG,NYG@SEA,29.0,32,21,290,3,0,0,1,-1,0,0,0,0,0,0,0,0
Matthew Stafford,DET,NYJ@DET,28.0,36,20,240,2,0,0,4,11,1,0,0,0,0,0,0,0
Michael Vick,PHI,IND@PHI,27.0,29,17,218,1,0,0,10,74,1,0,0,0,0,0,0,0
Brett Favre,MIN,ARI@MIN,25.0,47,36,446,2,2,0,2,1,0,0,0,0,0,0,0,0
Jay Cutler,CHI,CHI@BUF,23.0,30,17,188,2,0,1,5,39,0,0,0,0,0,0,1,0
Mark Sanchez,NYJ,NYJ@DET,23.0,39,22,336,1,1,0,3,1,1,0,0,0,0,0,0,0
Joe Flacco,BAL,MIA@BAL,22.0,27,20,266,2,0,0,4,7,0,0,0,0,0,0,0,0
Tom Brady,NE,NE@CLE,20.0,36,19,224,2,0,0,1,1,0,0,0,0,0,0,0,0
Drew Brees,NO,NO@CAR,20.0,43,27,253,2,1,0,0,0,0,0,0,0,0,0,0,0
Matt Cassel,KC,KC@OAK,19.0,35,20,216,2,1,0,3,14,0,0,0,0,0,0,0,0
Carson Palmer,CIN,PIT@CIN,19.0,36,22,248,2,1,0,0,0,0,0,0,0,0,0,0,0
Josh Freeman,TB,TB@ATL,17.0,22,11,189,2,2,0,4,26,0,0,0,0,0,0,0,0
Matt Ryan,ATL,TB@ATL,15.0,36,24,235,1,0,0,3,5,0,0,0,0,0,0,0,0
Derek Anderson,ARI,ARI@MIN,14.0,26,15,179,1,0,0,3,16,0,0,0,0,0,0,0,0
Colt McCoy,CLE,NE@CLE,14.0,19,14,174,0,0,0,3,20,1,0,0,0,0,0,0,0
Jason Campbell,OAK,KC@OAK,13.0,33,19,229,1,1,0,2,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,BUF,CHI@BUF,13.0,51,31,299,1,2,0,2,9,0,0,0,0,0,0,0,0
Peyton Manning,IND,IND@PHI,13.0,51,31,294,1,2,0,0,0,0,0,0,0,0,0,0,0
Ben Roethlisberger,PIT,PIT@CIN,11.0,27,17,163,1,1,0,5,13,0,0,0,0,0,0,0,0
Jon Kitna,DAL,DAL@GB,9.0,30,19,183,1,2,0,0,0,0,0,0,0,0,0,0,0
Matt Schaub,HOU,SD@HOU,8.0,32,21,267,0,1,0,2,1,0,0,0,0,0,0,0,0
Charlie Whitehurst,SEA,NYG@SEA,6.0,23,12,113,1,2,0,2,2,0,0,0,0,0,0,0,0
Chad Henne,MIA,MIA@BAL,4.0,34,22,231,0,3,0,6,13,0,0,0,0,0,0,0,0
Chase Daniel,NO,NO@CAR,1.0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
Tony Pike,CAR,NO@CAR,1.0,12,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Clausen,CAR,NO@CAR,0.0,18,8,47,0,1,0,1,11,0,0,0,0,0,0,0,0
Matt Flynn,GB,DAL@GB,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Moore,CAR,NO@CAR,0.0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Sage Rosenfels,NYG,NYG@SEA,0.0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
Drew Stanton,DET,NYJ@DET,0.0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Brian Hoyer,NE,NE@CLE,-2.0,2,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0
