Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Austin Collie,IND,IND@DEN,41.0,0,0,0,0,0,0,0,0,0,0,12,171,2,0,0,0
Anquan Boldin,BAL,CLE@BAL,40.0,1,1,-6,0,0,0,0,0,0,0,8,142,3,0,0,0
Michael Vick,PHI,PHI@JAX,38.0,31,17,291,3,0,0,4,30,1,0,0,0,0,0,0,0
Adrian Peterson,MIN,DET@MIN,36.0,0,0,0,0,0,0,23,160,2,0,5,30,0,0,0,0
Brandon Marshall,MIA,NYJ@MIA,32.0,0,0,0,0,0,0,2,3,0,0,10,166,1,0,0,0
Lance Moore,NO,ATL@NO,32.0,0,0,0,0,0,0,0,0,0,0,6,149,2,0,0,0
Peyton Manning,IND,IND@DEN,31.0,43,27,325,3,0,0,2,-1,0,0,0,0,0,0,0,0
Peyton Hillis,CLE,CLE@BAL,30.0,0,0,0,0,0,0,22,144,1,0,7,36,0,0,0,0
Tom Brady,NE,BUF@NE,28.0,27,21,252,3,0,0,4,6,0,0,0,0,0,0,0,0
Drew Brees,NO,ATL@NO,28.0,38,30,365,3,2,0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,BAL,CLE@BAL,28.0,31,22,262,3,0,0,4,-4,0,0,0,0,0,0,0,0
Brandon Lloyd,DEN,IND@DEN,28.0,0,0,0,0,0,0,0,0,0,0,6,169,1,0,0,0
Philip Rivers,SD,SD@SEA,28.0,53,29,455,2,2,1,1,2,0,0,0,0,0,0,0,0
Mark Sanchez,NYJ,NYJ@MIA,28.0,28,15,256,3,0,0,1,-1,0,0,0,0,0,0,0,0
Roy Williams,DAL,DAL@HOU,28.0,0,0,0,0,0,0,0,0,0,0,5,117,2,0,0,0
Dustin Keller,NYJ,NYJ@MIA,27.0,0,0,0,0,0,0,0,0,0,0,6,98,2,0,0,0
Matt Cassel,KC,SF@KC,26.0,27,16,250,3,1,0,2,7,0,0,0,0,0,0,0,0
Jabar Gaffney,DEN,IND@DEN,26.0,0,0,0,0,0,0,0,0,0,0,12,140,0,0,0,0
DeSean Jackson,PHI,PHI@JAX,26.0,0,0,0,0,0,0,1,8,0,0,5,153,1,0,0,0
Tony Gonzalez,ATL,ATL@NO,25.0,0,0,0,0,0,0,0,0,0,0,8,110,1,0,0,0
Mike Wallace,PIT,PIT@TB,25.0,0,0,0,0,0,0,1,-1,0,0,3,100,2,0,0,0
Chad Henne,MIA,NYJ@MIA,24.0,44,26,363,2,1,0,1,1,0,0,0,0,0,0,0,0
Chris Johnson,TEN,TEN@NYG,24.0,0,0,0,0,0,0,32,125,2,0,0,0,0,0,0,0
Jeremy Maclin,PHI,PHI@JAX,24.0,0,0,0,0,0,0,0,0,0,0,4,83,2,0,0,0
Kyle Orton,DEN,IND@DEN,24.0,57,37,476,1,1,0,2,11,0,0,0,0,0,0,0,0
Aaron Rodgers,GB,GB@CHI,24.0,45,34,316,1,1,0,2,20,1,0,0,0,0,0,0,0
Charlie Batch,PIT,PIT@TB,23.0,17,12,186,3,2,0,5,26,0,0,0,0,0,0,0,0
Antonio Gates,SD,SD@SEA,23.0,0,0,0,0,0,0,0,0,0,0,7,109,1,0,0,0
Frank Gore,SF,SF@KC,23.0,0,0,0,0,0,0,15,43,0,0,9,102,0,0,0,0
Santana Moss,WAS,WAS@STL,23.0,0,0,0,0,0,0,0,0,0,0,6,124,1,0,1,0
Tony Romo,DAL,DAL@HOU,23.0,30,23,284,2,0,0,1,-1,0,0,0,0,0,0,0,0
Matt Ryan,ATL,ATL@NO,23.0,30,19,228,2,0,0,6,26,0,0,0,0,0,0,0,0
Cedric Benson,CIN,CIN@CAR,22.0,0,0,0,0,0,0,27,81,1,0,2,9,1,0,0,0
Ahmad Bradshaw,NYG,TEN@NYG,21.0,0,0,0,0,0,0,15,88,1,0,5,30,0,0,1,0
Malcom Floyd,SD,SD@SEA,21.0,0,0,0,0,0,0,0,0,0,0,6,97,1,0,0,0
Jeremy Shockey,NO,ATL@NO,21.0,0,0,0,0,0,0,0,0,0,0,8,78,1,0,0,0
Jermichael Finley,GB,GB@CHI,20.0,0,0,0,0,0,0,0,0,0,0,9,115,0,0,0,0
Rashard Mendenhall,PIT,PIT@TB,20.0,0,0,0,0,0,0,19,143,1,0,0,0,0,0,0,0
Michael Turner,ATL,ATL@NO,20.0,0,0,0,0,0,0,30,114,1,0,2,11,0,0,0,0
Percy Harvin,MIN,DET@MIN,19.0,0,0,0,0,0,0,2,13,0,0,6,62,1,0,0,0
Darren McFadden,OAK,OAK@ARI,19.0,0,0,0,0,0,0,25,105,1,0,2,17,0,0,0,0
Tony Scheffler,DET,DET@MIN,19.0,0,0,0,0,0,0,0,0,0,0,7,60,1,0,0,0
Steve Smith,NYG,TEN@NYG,19.0,0,0,0,0,0,0,0,0,0,0,9,103,0,0,0,0
Ryan Fitzpatrick,BUF,BUF@NE,18.0,28,20,247,2,2,0,3,18,0,0,0,0,0,0,0,0
Randy Moss,BUF,BUF@NE,18.0,0,0,0,0,0,0,0,0,0,0,2,42,2,0,0,0
John Carlson,SEA,SD@SEA,17.0,0,0,0,0,0,0,0,0,0,0,5,61,1,0,0,0
Jamaal Charles,KC,SF@KC,17.0,0,0,0,0,0,0,12,97,0,0,3,57,0,0,0,0
Greg Olsen,CHI,GB@CHI,17.0,0,0,0,0,0,0,0,0,0,0,5,64,1,0,0,0
