Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Matt Prater,DEN,DEN@TEN,14.0,2,2,4,4,0,,,,,,,,,,,
Phil Dawson,CLE,CIN@CLE,11.0,2,2,3,3,0,,,,,,,,,,,
Stephen Gostkowski,NE,NE@MIA,11.0,5,5,2,2,0,,,,,,,,,,,
Nate Kaeding,SD,ARI@SD,11.0,5,5,3,2,0,,,,,,,,,,,
Rob Bironas,TEN,DEN@TEN,10.0,2,2,3,2,1,,,,,,,,,,,
Matt Bryant,ATL,SF@ATL,10.0,1,1,3,3,0,,,,,,,,,,,
John Carney,NO,CAR@NO,10.0,1,1,3,3,0,,,,,,,,,,,
Josh Scobee,JAX,IND@JAX,9.0,4,4,1,1,1,,,,,,,,,,,
Josh Brown,STL,SEA@STL,8.0,2,2,2,2,0,,,,,,,,,,,
Nick Folk,NYJ,NYJ@BUF,8.0,5,5,2,1,0,,,,,,,,,,,
Mike Nugent,CIN,CIN@CLE,8.0,2,2,3,2,0,,,,,,,,,,,
Neil Rackers,HOU,HOU@OAK,7.0,4,4,2,1,0,,,,,,,,,,,
David Akers,PHI,WAS@PHI,6.0,0,0,2,2,0,,,,,,,,,,,
Jay Feely,ARI,ARI@SD,6.0,1,1,1,1,1,,,,,,,,,,,
Sebastian Janikowski,OAK,HOU@OAK,6.0,3,3,1,1,0,,,,,,,,,,,
Billy Cundiff,BAL,BAL@PIT,5.0,2,2,2,1,0,,,,,,,,,,,
Graham Gano,WAS,WAS@PHI,5.0,2,2,1,1,0,,,,,,,,,,,
Lawrence Tynes,NYG,CHI@NYG,5.0,2,2,2,1,0,,,,,,,,,,,
Mason Crosby,GB,DET@GB,4.0,4,4,0,0,0,,,,,,,,,,,
Adam Vinatieri,IND,IND@JAX,4.0,4,4,0,0,0,,,,,,,,,,,
Robbie Gould,CHI,CHI@NYG,3.0,0,0,1,1,0,,,,,,,,,,,
Olindo Mare,SEA,SEA@STL,3.0,0,0,1,1,0,,,,,,,,,,,
Dan Carpenter,MIA,NE@MIA,2.0,2,2,1,0,0,,,,,,,,,,,
John Kasay,CAR,CAR@NO,2.0,2,2,0,0,0,,,,,,,,,,,
Rian Lindell,BUF,NYJ@BUF,2.0,2,2,0,0,0,,,,,,,,,,,
Joe Nedney,SF,SF@ATL,2.0,2,2,0,0,0,,,,,,,,,,,
Jeff Reed,BAL,BAL@PIT,2.0,2,2,2,0,0,,,,,,,,,,,
Jon Ryan,SEA,SEA@STL,0.0,0,0,0,0,0,,,,,,,,,,,
