Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Jason Witten,DAL,WAS@DAL,30.0,0,0,0,0,0,0,0,0,0,0,10,140,1,0,0,0
Aaron Hernandez,NE,GB@NE,20.0,0,0,0,0,0,0,1,16,0,0,4,31,2,0,0,0
Chris Cooley,WAS,WAS@DAL,19.0,0,0,0,0,0,0,0,0,0,0,5,62,1,1,0,0
Jimmy Graham,NO,NO@BAL,19.0,0,0,0,0,0,0,0,0,0,0,5,29,2,0,0,0
Benjamin Watson,CLE,CLE@CIN,16.0,0,0,0,0,0,0,0,0,0,0,7,92,0,0,0,0
Brent Celek,PHI,PHI@NYG,15.0,0,0,0,0,0,0,0,0,0,0,2,72,1,0,0,0
Kevin Boss,NYG,PHI@NYG,14.0,0,0,0,0,0,0,0,0,0,0,3,59,1,0,0,0
Marcedes Lewis,JAX,JAX@IND,12.0,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0
Ed Dickson,BAL,NO@BAL,11.0,0,0,0,0,0,0,0,0,0,0,2,33,1,0,0,0
Matt Spaeth,PIT,NYJ@PIT,11.0,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0
Randy McMichael,SD,SF@SD,10.0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
Robert Royal,CLE,CLE@CIN,10.0,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0
Visanthe Shiancoe,MIN,CHI@MIN,10.0,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0
Jacob Tamme,IND,JAX@IND,10.0,0,0,0,0,0,0,0,0,0,0,7,34,0,0,0,0
Owen Daniels,HOU,HOU@TEN,8.0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Daniel Fells,STL,KC@STL,8.0,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0
Jeff King,CAR,ARI@CAR,8.0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0
Kellen Winslow,TB,DET@TB,8.0,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Jared Cook,TEN,HOU@TEN,7.0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
Joel Dreessen,HOU,HOU@TEN,7.0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0
Zach Miller,OAK,DEN@OAK,7.0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0
Leonard Pope,KC,KC@STL,7.0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Anthony Fasano,MIA,BUF@MIA,6.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Tony Gonzalez,ATL,ATL@SEA,6.0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0
Greg Olsen,CHI,CHI@MIN,6.0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0
Tony Moeaki,KC,KC@STL,5.0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
Jeremy Shockey,NO,NO@BAL,5.0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
John Carlson,SEA,ATL@SEA,4.0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0
Dustin Keller,NYJ,NYJ@PIT,4.0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Brandon Pettigrew,DET,DET@TB,4.0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Tony Scheffler,DET,DET@TB,4.0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
