Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Ryan Mathews,SD,SD@DEN,34.0,0,0,0,0,0,0,26,120,3,0,3,19,0,0,0,0
Arian Foster,HOU,JAX@HOU,33.0,0,0,0,0,0,0,31,180,2,0,2,10,0,0,0,0
Tim Tebow,DEN,SD@DEN,31.0,36,16,205,2,2,0,13,94,1,0,0,0,0,0,0,0
Larry Fitzgerald,ARI,ARI@SF,29.0,0,0,0,0,0,0,0,0,0,0,11,125,1,0,0,0
Jerome Simpson,CIN,CIN@BAL,28.0,0,0,0,0,0,0,1,2,0,0,12,123,1,0,2,0
Michael Bush,OAK,OAK@KC,26.0,0,0,0,0,0,0,25,137,1,0,4,34,0,0,0,0
Ben Roethlisberger,PIT,PIT@CLE,25.0,22,15,280,2,0,0,4,24,0,0,0,0,0,0,0,0
Kerry Collins,TEN,TEN@IND,23.0,39,28,300,2,0,0,2,2,0,0,0,0,0,0,1,0
Matt Forte,CHI,CHI@GB,23.0,0,0,0,0,0,0,15,91,0,0,8,60,0,0,0,0
Rashad Jennings,JAX,JAX@HOU,23.0,0,0,0,0,0,0,22,108,1,0,4,34,0,0,0,0
Alex Smith,SF,ARI@SF,23.0,29,15,276,2,0,0,1,-1,0,0,0,0,0,0,0,0
Nate Burleson,DET,MIN@DET,22.0,0,0,0,0,0,0,1,20,0,0,6,83,1,0,0,0
Josh Freeman,TB,TB@NO,22.0,26,21,255,2,0,0,4,11,0,0,0,0,0,0,1,0
Rob Gronkowski,NE,MIA@NE,22.0,0,0,0,0,0,0,0,0,0,0,6,102,1,0,0,0
Peyton Manning,IND,TEN@IND,22.0,41,27,264,2,0,0,0,0,0,0,0,0,0,0,0,0
Rex Grossman,WAS,NYG@WAS,21.0,44,26,336,2,1,0,1,2,0,0,0,0,0,0,2,0
Matt Ryan,ATL,CAR@ATL,21.0,32,22,236,2,0,0,2,7,0,0,0,0,0,0,0,0
Reggie Wayne,IND,TEN@IND,21.0,0,0,0,0,0,0,0,0,0,0,9,68,1,0,0,0
Brian Westbrook,SF,ARI@SF,21.0,0,0,0,0,0,0,13,79,2,0,1,14,0,0,0,0
Pierre Garcon,IND,TEN@IND,20.0,0,0,0,0,0,0,0,0,0,0,7,78,1,0,0,0
Chad Hall,PHI,DAL@PHI,20.0,0,0,0,0,0,0,1,2,0,0,6,84,1,0,0,0
Chris Johnson,TEN,TEN@IND,20.0,0,0,0,0,0,0,20,39,0,0,6,51,1,0,0,0
Mario Manningham,NYG,NYG@WAS,20.0,0,0,0,0,0,0,0,0,0,0,4,101,1,0,0,0
Tom Brady,NE,MIA@NE,19.0,16,10,199,2,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Britt,TEN,TEN@IND,19.0,0,0,0,0,0,0,0,0,0,0,5,85,1,0,0,0
Mike Wallace,PIT,PIT@CLE,19.0,0,0,0,0,0,0,0,0,0,0,3,105,1,0,0,0
Vernon Davis,SF,ARI@SF,18.0,0,0,0,0,0,0,0,0,0,0,3,96,1,0,0,0
Brandon Lloyd,DEN,SD@DEN,18.0,0,0,0,0,0,0,1,-18,0,0,5,73,1,0,0,0
Joe McKnight,NYJ,BUF@NYJ,18.0,0,0,0,0,0,0,32,158,0,0,2,15,0,0,0,0
Rashard Mendenhall,PIT,PIT@CLE,18.0,0,0,0,0,0,0,14,36,2,0,1,24,0,0,0,0
Roddy White,ATL,CAR@ATL,18.0,0,0,0,0,0,0,0,0,0,0,6,62,1,0,0,0
Reggie Bush,NO,TB@NO,17.0,0,0,0,0,0,0,9,70,0,0,5,55,0,0,0,0
Jamaal Charles,KC,OAK@KC,17.0,0,0,0,0,0,0,14,87,1,0,2,13,0,0,0,0
Owen Daniels,HOU,JAX@HOU,17.0,0,0,0,0,0,0,0,0,0,0,5,62,1,0,0,0
Tony Gonzalez,ATL,CAR@ATL,17.0,0,0,0,0,0,0,0,0,0,0,6,53,1,0,0,0
Anthony Armstrong,WAS,NYG@WAS,16.0,0,0,0,0,0,0,0,0,0,0,2,84,1,0,0,0
Dezmon Briscoe,TB,TB@NO,16.0,0,0,0,0,0,0,0,0,0,0,4,65,1,0,0,0
Andre Caldwell,CIN,CIN@BAL,16.0,0,0,0,0,0,0,0,0,0,0,7,94,0,0,0,0
Brandon LaFell,CAR,CAR@ATL,16.0,1,0,0,0,0,0,1,60,0,0,4,63,0,0,0,0
Stephen McGee,DAL,DAL@PHI,16.0,27,11,127,1,0,0,9,55,0,0,0,0,0,0,0,0
Matt Schaub,HOU,JAX@HOU,16.0,22,18,253,1,0,0,2,1,0,0,0,0,0,0,0,0
Brandon Tate,NE,MIA@NE,16.0,0,0,0,0,0,0,0,0,0,0,2,82,1,0,0,0
Charlie Whitehurst,SEA,STL@SEA,16.0,36,22,192,1,0,0,8,30,0,0,0,0,0,0,0,0
Jason Campbell,OAK,OAK@KC,15.0,25,15,155,1,0,0,4,33,0,0,0,0,0,0,0,0
BenJarvus Green-Ellis,NE,MIA@NE,15.0,0,0,0,0,0,0,20,80,1,0,1,6,0,0,0,0
Jerome Harrison,PHI,DAL@PHI,15.0,0,0,0,0,0,0,21,99,0,0,5,17,0,0,0,0
Shaun Hill,DET,MIN@DET,15.0,39,28,258,1,1,0,2,11,0,0,0,0,0,0,0,0
Heath Miller,PIT,PIT@CLE,15.0,0,0,0,0,0,0,0,0,0,0,4,55,1,0,0,0
Santana Moss,WAS,NYG@WAS,15.0,0,0,0,0,0,0,0,0,0,0,9,74,0,0,1,0
Aaron Rodgers,GB,CHI@GB,15.0,28,19,229,1,1,0,7,21,0,0,0,0,0,0,0,0
Hines Ward,PIT,PIT@CLE,15.0,0,0,0,0,0,0,0,0,0,0,5,45,1,0,0,0
Adrian Arrington,NO,TB@NO,14.0,0,0,0,0,0,0,0,0,0,0,7,79,0,0,0,0
Mark Brunell,NYJ,BUF@NYJ,14.0,12,6,110,2,1,0,0,0,0,0,0,0,0,0,0,0
Percy Harvin,MIN,MIN@DET,14.0,0,0,0,0,0,0,2,-4,0,0,8,69,0,0,0,0
Eli Manning,NYG,NYG@WAS,14.0,29,17,243,1,1,0,4,11,0,0,0,0,0,0,0,0
Brandon Marshall,MIA,MIA@NE,14.0,0,0,0,0,0,0,0,0,0,0,5,97,0,0,0,0
Tyler Thigpen,MIA,MIA@NE,14.0,21,10,169,1,0,0,3,21,0,0,0,0,0,0,0,0
Mike Williams,TB,TB@NO,14.0,0,0,0,0,0,0,0,0,0,0,4,40,1,0,0,0
Jason Witten,DAL,DAL@PHI,14.0,0,0,0,0,0,0,0,0,0,0,4,46,1,0,0,0
Rashied Davis,CHI,CHI@GB,13.0,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0
Derek Hagan,NYG,NYG@WAS,13.0,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0
Greg Jennings,GB,CHI@GB,13.0,0,0,0,0,0,0,0,0,0,0,4,97,0,0,0,0
Carson Palmer,CIN,CIN@BAL,13.0,45,32,305,1,2,0,2,3,0,0,0,0,0,0,1,0
Ray Rice,BAL,CIN@BAL,13.0,0,0,0,0,0,0,20,77,1,0,0,0,0,0,0,0
Jacob Tamme,IND,TEN@IND,13.0,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0
Derrick Ward,JAX,JAX@HOU,13.0,0,0,0,0,0,0,4,63,1,0,1,7,0,0,0,0
Benjamin Watson,CLE,PIT@CLE,13.0,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0
Davone Bess,MIA,MIA@NE,12.0,0,0,0,0,0,0,0,0,0,0,3,35,1,0,0,0
Jared Cook,TEN,TEN@IND,12.0,0,0,0,0,0,0,0,0,0,0,7,58,0,0,0,0
Braylon Edwards,NYJ,BUF@NYJ,12.0,0,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0
Jacoby Ford,OAK,OAK@KC,12.0,0,0,0,0,0,0,2,22,1,0,1,35,0,0,0,0
Ted Ginn Jr.,SF,ARI@SF,12.0,0,0,0,0,0,0,0,0,0,0,2,41,1,0,0,0
Jacoby Jones,HOU,JAX@HOU,12.0,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0
Maurice Morris,DET,MIN@DET,12.0,0,0,0,0,0,0,12,21,1,0,2,24,0,0,0,0
Jahvid Best,DET,MIN@DET,11.0,0,0,0,0,0,0,10,34,0,0,6,23,0,0,0,0
Dwayne Bowe,KC,OAK@KC,11.0,0,0,0,0,0,0,0,0,0,0,5,68,0,0,0,0
Jimmy Clausen,CAR,CAR@ATL,11.0,33,19,182,1,1,0,0,0,0,0,0,0,0,0,0,0
Julian Edelman,NE,MIA@NE,11.0,0,0,0,0,0,0,1,13,0,0,3,72,0,0,0,0
Steven Jackson,STL,STL@SEA,11.0,0,0,0,0,0,0,11,45,0,0,4,39,0,0,0,0
Stevie Johnson,BUF,BUF@NYJ,11.0,0,0,0,0,0,0,0,0,0,0,5,72,0,0,1,0
Marcedes Lewis,JAX,JAX@HOU,11.0,0,0,0,0,0,0,0,0,0,0,4,26,1,0,1,0
Ruvell Martin,SEA,STL@SEA,11.0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,0,0
Lance Moore,NO,TB@NO,11.0,0,0,0,0,0,0,0,0,0,0,6,53,0,0,0,0
Legedu Naanee,SD,SD@DEN,11.0,0,0,0,0,0,0,0,0,0,0,4,79,0,0,0,0
Brian Robiskie,CLE,PIT@CLE,11.0,0,0,0,0,0,0,0,0,0,0,2,35,1,0,0,0
Chaz Schilens,OAK,OAK@KC,11.0,0,0,0,0,0,0,0,0,0,0,3,24,1,0,0,0
Michael Turner,ATL,CAR@ATL,11.0,0,0,0,0,0,0,17,67,1,0,0,0,0,0,1,0
Drew Brees,NO,TB@NO,10.0,38,22,196,1,1,0,0,0,0,0,0,0,0,0,1,0
John Conner,NYJ,BUF@NYJ,10.0,0,0,0,0,0,0,8,44,1,0,0,0,0,0,0,0
Chris Cooley,WAS,NYG@WAS,10.0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0
Fred Davis,WAS,NYG@WAS,10.0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,0
Eric Decker,DEN,SD@DEN,10.0,0,0,0,0,0,0,0,0,0,0,2,22,1,0,0,0
Trent Edwards,JAX,JAX@HOU,10.0,25,12,140,1,1,0,4,18,0,0,0,0,0,0,0,0
Brian Hoyer,NE,MIA@NE,10.0,13,7,122,1,0,0,1,-1,0,0,0,0,0,0,0,0
Brandon Jacobs,NYG,NYG@WAS,10.0,0,0,0,0,0,0,13,49,1,0,0,0,0,0,0,0
