Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Keiland Williams,WAS,PHI@WAS,35.0,0,0,0,0,0,0,16,89,2,0,4,50,1,0,0,0
Fred Jackson,BUF,DET@BUF,33.0,0,0,0,0,0,0,25,133,1,0,6,37,1,0,1,0
Steven Jackson,STL,STL@SF,28.0,0,0,0,0,0,0,20,81,1,0,8,67,0,0,0,0
Maurice Jones-Drew,JAX,HOU@JAX,26.0,0,0,0,0,0,0,24,100,2,0,2,23,0,0,0,0
Knowshon Moreno,DEN,KC@DEN,24.0,0,0,0,0,0,0,22,106,0,0,3,50,1,0,0,0
Jamaal Charles,KC,KC@DEN,23.0,0,0,0,0,0,0,14,41,0,0,5,80,1,0,0,0
Frank Gore,SF,STL@SF,23.0,0,0,0,0,0,0,22,87,1,0,3,67,0,0,0,0
Felix Jones,DAL,DAL@NYG,22.0,0,0,0,0,0,0,14,51,0,0,3,85,1,0,0,0
LeSean McCoy,PHI,PHI@WAS,20.0,0,0,0,0,0,0,11,43,0,0,5,51,1,0,0,0
Ahmad Bradshaw,NYG,DAL@NYG,19.0,0,0,0,0,0,0,20,73,0,0,6,62,0,0,0,0
Peyton Hillis,CLE,NYJ@CLE,19.0,0,0,0,0,0,0,19,82,1,0,4,27,0,0,1,0
Justin Forsett,SEA,SEA@ARI,18.0,0,0,0,0,0,0,9,64,1,0,3,31,0,0,0,0
Jerome Harrison,PHI,PHI@WAS,18.0,0,0,0,0,0,0,11,109,1,0,1,15,0,0,0,0
Chris Johnson,TEN,TEN@MIA,18.0,0,0,0,0,0,0,17,117,1,0,1,7,0,0,0,0
Jason Snelling,ATL,BAL@ATL,18.0,0,0,0,0,0,0,3,11,0,0,6,56,1,0,0,0
Mewelde Moore,PIT,NE@PIT,17.0,0,0,0,0,0,0,4,14,0,2,5,79,0,0,0,0
LaDainian Tomlinson,NYJ,NYJ@CLE,16.0,0,0,0,0,0,0,18,57,0,0,6,53,0,0,0,0
Carnell Williams,TB,CAR@TB,16.0,0,0,0,0,0,0,5,62,1,0,2,23,0,0,0,0
LeGarrette Blount,CAR,CAR@TB,15.0,0,0,0,0,0,0,19,91,1,0,0,0,0,0,0,0
BenJarvus Green-Ellis,NE,NE@PIT,15.0,0,0,0,0,0,0,18,87,0,0,4,36,0,0,0,0
Mike Goodson,CAR,CAR@TB,13.0,0,0,0,0,0,0,23,100,0,0,3,13,0,0,1,0
Tim Hightower,ARI,SEA@ARI,13.0,0,0,0,0,0,0,13,39,1,0,2,23,0,0,0,0
Marshawn Lynch,SEA,SEA@ARI,13.0,0,0,0,0,0,0,13,29,1,0,2,33,0,0,0,0
Patrick Cobbs,MIA,TEN@MIA,12.0,0,0,0,0,0,0,1,1,0,0,3,35,1,0,0,0
Arian Foster,HOU,HOU@JAX,12.0,0,0,0,0,0,0,15,56,1,0,1,4,0,0,0,0
Shonn Greene,NYJ,NYJ@CLE,12.0,0,0,0,0,0,0,20,72,0,0,3,22,0,0,0,0
Ray Rice,BAL,BAL@ATL,12.0,0,0,0,0,0,0,12,59,0,0,3,43,0,0,0,0
Adrian Peterson,MIN,MIN@CHI,11.0,0,0,0,0,0,0,17,51,0,0,4,24,0,0,0,0
Cedric Benson,CIN,CIN@IND,8.0,0,0,0,0,0,0,14,24,0,0,5,27,0,0,1,0
Javarris James,CIN,CIN@IND,8.0,0,0,0,0,0,0,10,26,1,0,0,0,0,0,0,0
Spencer Larsen,DEN,KC@DEN,8.0,0,0,0,0,0,0,2,17,0,0,1,3,1,0,0,0
Kevin Smith,DET,DET@BUF,8.0,0,0,0,0,0,0,6,19,0,0,3,41,0,0,0,0
Ricky Williams,MIA,TEN@MIA,8.0,0,0,0,0,0,0,11,64,0,0,2,6,0,0,0,0
Darrel Young,WAS,PHI@WAS,8.0,0,0,0,0,0,0,1,16,0,0,1,3,1,0,0,0
Jahvid Best,DET,DET@BUF,7.0,0,0,0,0,0,0,17,35,0,0,4,4,0,0,0,0
Ronnie Brown,MIA,TEN@MIA,7.0,0,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0
Matt Forte,CHI,MIN@CHI,7.0,0,0,0,0,0,0,21,69,0,0,1,9,0,0,0,0
Brandon James,IND,CIN@IND,7.0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0
Rashard Mendenhall,PIT,NE@PIT,7.0,0,0,0,0,0,0,11,50,0,0,2,5,0,0,0,0
Brian Leonard,CIN,CIN@IND,6.0,0,0,0,0,0,0,1,42,0,0,2,8,0,0,0,0
Chester Taylor,CHI,MIN@CHI,6.0,0,0,0,0,0,0,11,33,0,0,3,8,0,0,0,0
Josh Vaughan,CAR,CAR@TB,6.0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0
Marion Barber,DAL,DAL@NYG,5.0,0,0,0,0,0,0,8,47,0,0,1,-2,0,0,0,0
Donald Brown,IND,CIN@IND,5.0,0,0,0,0,0,0,12,50,0,0,0,0,0,0,0,0
Toby Gerhart,MIN,MIN@CHI,5.0,0,0,0,0,0,0,4,20,0,0,2,17,0,0,0,0
Danny Woodhead,NE,NE@PIT,5.0,0,0,0,0,0,0,4,11,0,0,2,22,0,0,0,0
Brandon Jacobs,NYG,DAL@NYG,4.0,0,0,0,0,0,0,5,17,0,0,2,11,0,0,0,0
Ahmard Hall,TEN,TEN@MIA,3.0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Greg Jones,JAX,HOU@JAX,3.0,0,0,0,0,0,0,2,4,0,0,2,12,0,0,0,0
Tony Richardson,NYJ,NYJ@CLE,3.0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Mike Sellers,WAS,PHI@WAS,3.0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0
LaRod Stephens-Howling,ARI,SEA@ARI,3.0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Michael Turner,ATL,BAL@ATL,3.0,0,0,0,0,0,0,17,39,0,0,0,0,0,0,0,0
Correll Buckhalter,DEN,KC@DEN,2.0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
James Casey,HOU,HOU@JAX,2.0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
Jerome Felton,DET,DET@BUF,2.0,0,0,0,0,0,0,1,4,0,0,1,19,0,0,0,0
Thomas Jones,KC,KC@DEN,2.0,0,0,0,0,0,0,4,3,0,0,1,19,0,0,0,0
