Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Larry Fitzgerald,Arizona Cardinals,Arizona Cardinals@San Francisco 49ers,29.0,0,0,0,0,0,0,0,0,0,0,11,125,1,0,0,0
Jerome Simpson,Cincinnati Bengals,Cincinnati Bengals@Baltimore Ravens,28.0,0,0,0,0,0,0,1,2,0,0,12,123,1,0,2,0
Nate Burleson,Detroit Lions,Minnesota Vikings@Detroit Lions,22.0,0,0,0,0,0,0,1,20,0,0,6,83,1,0,0,0
Reggie Wayne,Indianapolis Colts,Tennessee Titans@Indianapolis Colts,21.0,0,0,0,0,0,0,0,0,0,0,9,68,1,0,0,0
Pierre Garcon,Indianapolis Colts,Tennessee Titans@Indianapolis Colts,20.0,0,0,0,0,0,0,0,0,0,0,7,78,1,0,0,0
Chad Hall,Philadelphia Eagles,Dallas Cowboys@Philadelphia Eagles,20.0,0,0,0,0,0,0,1,2,0,0,6,84,1,0,0,0
Mario Manningham,New York Giants,New York Giants@Washington Commanders,20.0,0,0,0,0,0,0,0,0,0,0,4,101,1,0,0,0
Kenny Britt,Tennessee Titans,Tennessee Titans@Indianapolis Colts,19.0,0,0,0,0,0,0,0,0,0,0,5,85,1,0,0,0
Mike Wallace,Pittsburgh Steelers,Pittsburgh Steelers@Cleveland Browns,19.0,0,0,0,0,0,0,0,0,0,0,3,105,1,0,0,0
Brandon Lloyd,Denver Broncos,Los Angeles Chargers@Denver Broncos,18.0,0,0,0,0,0,0,1,-18,0,0,5,73,1,0,0,0
Roddy White,Atlanta Falcons,Carolina Panthers@Atlanta Falcons,18.0,0,0,0,0,0,0,0,0,0,0,6,62,1,0,0,0
Anthony Armstrong,Washington Commanders,New York Giants@Washington Commanders,16.0,0,0,0,0,0,0,0,0,0,0,2,84,1,0,0,0
