Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
LeSean McCoy,Philadelphia Eagles,Houston Texans@Philadelphia Eagles,32.0,0,0,0,0,0,0,12,44,1,0,8,86,1,0,0,0
Adrian Peterson,Minnesota Vikings,Buffalo Bills@Minnesota Vikings,29.0,0,0,0,0,0,0,16,107,3,0,1,1,0,0,0,0
Marshawn Lynch,Seattle Seahawks,Carolina Panthers@Seattle Seahawks,28.0,0,0,0,0,0,0,21,83,3,0,1,17,0,0,0,0
Arian Foster,Houston Texans,Houston Texans@Philadelphia Eagles,24.0,0,0,0,0,0,0,22,83,1,0,2,26,1,0,0,0
Chris Ivory,New Orleans Saints,New Orleans Saints@Cincinnati Bengals,23.0,0,0,0,0,0,0,15,117,2,0,0,0,0,0,0,0
Ahmad Bradshaw,New York Giants,Washington Commanders@New York Giants,22.0,0,0,0,0,0,0,25,97,2,0,1,8,0,0,0,0
Brandon Jacobs,New York Giants,Washington Commanders@New York Giants,22.0,0,0,0,0,0,0,8,103,2,0,0,0,0,0,0,0
BenJarvus Green-Ellis,New England Patriots,New York Jets@New England Patriots,20.0,0,0,0,0,0,0,18,72,2,0,1,7,0,0,0,0
Darren McFadden,Las Vegas Raiders,Las Vegas Raiders@Los Angeles Chargers,20.0,0,0,0,0,0,0,19,97,1,0,3,30,0,0,1,0
Cedric Benson,Cincinnati Bengals,New Orleans Saints@Cincinnati Bengals,19.0,0,0,0,0,0,0,19,49,2,0,2,14,0,0,0,0
Maurice Jones-Drew,Jacksonville Jaguars,Jacksonville Jaguars@Tennessee Titans,19.0,0,0,0,0,0,0,31,186,0,0,1,4,0,0,0,0
Steven Jackson,Los Angeles Rams,Los Angeles Rams@Arizona Cardinals,18.0,0,0,0,0,0,0,28,102,1,0,1,13,0,0,0,0
Knowshon Moreno,Denver Broncos,Denver Broncos@Kansas City Chiefs,18.0,0,0,0,0,0,0,23,161,0,0,1,14,0,0,0,0
Matt Forte,Chicago Bears,Chicago Bears@Detroit Lions,17.0,0,0,0,0,0,0,13,64,1,0,2,36,0,0,0,0
Chester Taylor,Chicago Bears,Chicago Bears@Detroit Lions,17.0,0,0,0,0,0,0,9,33,1,0,5,31,0,0,0,0
LeGarrette Blount,Atlanta Falcons,Atlanta Falcons@Tampa Bay Buccaneers,16.0,0,0,0,0,0,0,20,103,1,0,0,0,0,0,0,0
Tashard Choice,Dallas Cowboys,Dallas Cowboys@Indianapolis Colts,16.0,0,0,0,0,0,0,19,100,1,0,0,0,0,0,0,0
Javarris James,Dallas Cowboys,Dallas Cowboys@Indianapolis Colts,16.0,0,0,0,0,0,0,6,18,2,0,2,17,0,0,0,0
Jonathan Stewart,Carolina Panthers,Carolina Panthers@Seattle Seahawks,16.0,0,0,0,0,0,0,21,92,1,0,1,7,0,0,0,0
Michael Bush,Las Vegas Raiders,Las Vegas Raiders@Los Angeles Chargers,15.0,0,0,0,0,0,0,23,95,1,0,0,0,0,0,0,0
Jamaal Charles,Kansas City Chiefs,Denver Broncos@Kansas City Chiefs,15.0,0,0,0,0,0,0,21,116,0,0,2,20,0,0,0,0
Danny Woodhead,New England Patriots,New York Jets@New England Patriots,15.0,0,0,0,0,0,0,2,11,0,0,4,104,0,0,0,0
Peyton Hillis,Cleveland Browns,Cleveland Browns@Miami Dolphins,14.0,0,0,0,0,0,0,18,57,0,0,7,22,0,0,0,0
Thomas Jones,Kansas City Chiefs,Denver Broncos@Kansas City Chiefs,14.0,0,0,0,0,0,0,11,53,0,0,4,54,0,0,0,0
Michael Turner,Atlanta Falcons,Atlanta Falcons@Tampa Bay Buccaneers,14.0,0,0,0,0,0,0,24,88,1,0,0,0,0,0,0,0
Rashad Jennings,Jacksonville Jaguars,Jacksonville Jaguars@Tennessee Titans,13.0,0,0,0,0,0,0,10,44,1,0,2,10,0,0,0,0
Ovie Mughelli,Atlanta Falcons,Atlanta Falcons@Tampa Bay Buccaneers,12.0,0,0,0,0,0,0,0,0,0,0,3,32,1,0,0,0
