Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Dustin Keller,New York Jets,New England Patriots@New York Jets,24.0,0,0,0,0,0,0,0,0,0,0,7,115,1,0,0,0
Antonio Gates,Los Angeles Chargers,Jacksonville Jaguars@Los Angeles Chargers,22.0,0,0,0,0,0,0,0,0,0,0,5,57,2,0,0,0
Dallas Clark,Indianapolis Colts,New York Giants@Indianapolis Colts,19.0,0,0,0,0,0,0,0,0,0,0,5,83,1,0,0,0
Brandon Pettigrew,Detroit Lions,Philadelphia Eagles@Detroit Lions,17.0,0,0,0,0,0,0,0,0,0,0,7,108,0,0,0,0
Aaron Hernandez,New England Patriots,New England Patriots@New York Jets,16.0,0,0,0,0,0,0,0,0,0,0,6,101,0,0,0,0
Chris Cooley,Washington Commanders,Houston Texans@Washington Commanders,15.0,0,0,0,0,0,0,0,0,0,0,3,64,1,0,0,0
Jermichael Finley,Green Bay Packers,Buffalo Bills@Green Bay Packers,14.0,0,0,0,0,0,0,0,0,0,0,4,103,0,0,0,0
Visanthe Shiancoe,Minnesota Vikings,Miami Dolphins@Minnesota Vikings,14.0,0,0,0,0,0,0,0,0,0,0,6,86,0,0,0,0
Vernon Davis,San Francisco 49ers,New Orleans Saints@San Francisco 49ers,13.0,0,0,0,0,0,0,0,0,0,0,4,78,0,1,0,0
Marcedes Lewis,Jacksonville Jaguars,Jacksonville Jaguars@Los Angeles Chargers,12.0,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0
Kellen Winslow,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Carolina Panthers,12.0,0,0,0,0,0,0,0,0,0,0,4,83,0,0,0,0
Martellus Bennett,Dallas Cowboys,Chicago Bears@Dallas Cowboys,11.0,0,0,0,0,0,0,0,0,0,0,7,45,0,0,0,0
Tony Moeaki,Kansas City Chiefs,Kansas City Chiefs@Cleveland Browns,10.0,0,0,0,0,0,0,0,0,0,0,5,58,0,0,0,0
Greg Olsen,Chicago Bears,Chicago Bears@Dallas Cowboys,10.0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0
