Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
San Diego ChargersSD,Los Angeles Chargers,Arizona Cardinals@Los Angeles Chargers,28.0,9.0,2,0,1,0,1,10,87,47,134,,,,,,
New York GiantsNYG,New York Giants,Chicago Bears@New York Giants,26.0,10.0,2,0,1,0,0,3,51,59,110,,,,,,
San Francisco 49ersSF,San Francisco 49ers,San Francisco 49ers@Atlanta Falcons,19.0,3.0,2,0,0,1,1,16,259,98,357,,,,,,
S,Los Angeles Rams,Seattle Seahawks@Los Angeles Rams,18.0,4.0,1,0,1,0,0,3,193,64,257,,,,,,
Green Bay PackersGB,Green Bay Packers,Detroit Lions@Green Bay Packers,16.0,3.0,2,0,1,0,1,26,308,123,431,,,,,,
Tennessee TitansTEN,Tennessee Titans,Denver Broncos@Tennessee Titans,15.0,6.0,1,0,0,0,1,26,308,19,327,,,,,,
Cleveland BrownsCLE,Cleveland Browns,Cincinnati Bengals@Cleveland Browns,14.0,4.0,0,0,2,1,0,20,346,67,413,,,,,,
Washington RedskinsWAS,Washington Commanders,Washington Commanders@Philadelphia Eagles,12.0,1.0,1,0,1,0,0,12,243,110,353,,,,,,
Chicago BearsCHI,Chicago Bears,Chicago Bears@New York Giants,12.0,2.0,0,0,3,0,0,17,183,189,372,,,,,,
Atlanta FalconsATL,Atlanta Falcons,San Francisco 49ers@Atlanta Falcons,11.0,1.0,2,0,1,0,0,14,181,81,262,,,,,,
New York JetsNYJ,New York Jets,New York Jets@Buffalo Bills,11.0,3.0,0,0,2,0,0,14,109,114,223,,,,,,
Houston TexansHOU,Houston Texans,Houston Texans@Las Vegas Raiders,11.0,4.0,2,0,1,0,0,24,245,118,363,,,,,,
Detroit LionsDET,Detroit Lions,Detroit Lions@Green Bay Packers,10.0,2.0,2,0,2,0,0,28,169,92,261,,,,,,
Denver BroncosDEN,Denver Broncos,Denver Broncos@Tennessee Titans,10.0,2.0,0,0,2,0,0,20,167,121,288,,,,,,
Carolina PanthersCAR,Carolina Panthers,Carolina Panthers@New Orleans Saints,10.0,2.0,0,0,2,0,0,16,262,121,383,,,,,,
Seattle SeahawksSEA,Seattle Seahawks,Seattle Seahawks@Los Angeles Rams,10.0,4.0,1,0,0,0,0,20,261,88,349,,,,,,
New Orleans SaintsNO,New Orleans Saints,Carolina Panthers@New Orleans Saints,9.0,3.0,0,0,1,0,0,14,133,118,251,,,,,,
Pittsburgh SteelersPIT,Pittsburgh Steelers,Baltimore Ravens@Pittsburgh Steelers,9.0,1.0,1,0,1,0,0,17,250,70,320,,,,,,
Arizona CardinalsARI,Arizona Cardinals,Arizona Cardinals@Los Angeles Chargers,9.0,1.0,0,0,1,0,1,41,239,180,419,,,,,,
Baltimore RavensBAL,Baltimore Ravens,Baltimore Ravens@Pittsburgh Steelers,8.0,2.0,1,0,0,0,0,14,126,84,210,,,,,,
Philadelphia EaglesPHI,Philadelphia Eagles,Washington Commanders@Philadelphia Eagles,7.0,1.0,1,0,0,0,0,17,124,169,293,,,,,,
Jacksonville JaguarsJAX,Jacksonville Jaguars,Indianapolis Colts@Jacksonville Jaguars,5.0,1.0,1,0,1,0,0,28,348,58,406,,,,,,
Cincinnati BengalsCIN,Cincinnati Bengals,Cincinnati Bengals@Cleveland Browns,4.0,1.0,1,0,0,0,0,23,179,116,295,,,,,,
Miami DolphinsMIA,Miami Dolphins,New England Patriots@Miami Dolphins,3.0,3.0,0,0,0,0,0,41,146,119,265,,,,,,
Indianapolis ColtsIND,Indianapolis Colts,Indianapolis Colts@Jacksonville Jaguars,0.0,0.0,0,0,0,0,0,31,163,174,337,,,,,,
Oakland RaidersOAK,Las Vegas Raiders,Houston Texans@Las Vegas Raiders,0.0,0.0,0,0,0,0,0,31,192,249,441,,,,,,
Buffalo BillsBUF,Buffalo Bills,New York Jets@Buffalo Bills,0.0,0.0,0,0,0,0,0,38,171,273,444,,,,,,
