Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Oakland RaidersOAK,Las Vegas Raiders,Seattle Seahawks@Las Vegas Raiders,20.0,8.0,1,0,0,0,0,3,117,47,164,,,,,,
S,Los Angeles Rams,Carolina Panthers@Los Angeles Rams,18.0,3.0,3,0,1,0,0,10,176,25,201,,,,,,
Detroit LionsDET,Detroit Lions,Washington Commanders@Detroit Lions,18.0,7.0,1,0,1,0,1,25,195,80,275,,,,,,
Green Bay PackersGB,Green Bay Packers,Green Bay Packers@New York Jets,18.0,2.0,2,0,1,0,0,0,241,119,360,,,,,,
Indianapolis ColtsIND,Indianapolis Colts,Houston Texans@Indianapolis Colts,17.0,3.0,1,0,1,0,1,17,183,108,291,,,,,,
Arizona CardinalsARI,Arizona Cardinals,Tampa Bay Buccaneers@Arizona Cardinals,14.0,2.0,0,0,2,1,1,38,253,154,407,,,,,,
Jacksonville JaguarsJAX,Jacksonville Jaguars,Jacksonville Jaguars@Dallas Cowboys,14.0,2.0,4,0,0,0,0,17,365,50,415,,,,,,
New Orleans SaintsNO,New Orleans Saints,Pittsburgh Steelers@New Orleans Saints,14.0,3.0,1,0,1,0,0,10,171,108,279,,,,,,
San Francisco 49ersSF,San Francisco 49ers,Denver Broncos@San Francisco 49ers,12.0,4.0,1,0,1,0,0,16,339,59,398,,,,,,
Kansas City ChiefsKC,Kansas City Chiefs,Buffalo Bills@Kansas City Chiefs,12.0,3.0,1,0,0,0,0,10,191,137,328,,,,,,
Washington RedskinsWAS,Washington Commanders,Washington Commanders@Detroit Lions,11.0,1.0,1,0,1,0,1,37,202,102,304,,,,,,
Buffalo BillsBUF,Buffalo Bills,Buffalo Bills@Kansas City Chiefs,10.0,3.0,0,0,0,0,0,13,140,274,414,,,,,,
Pittsburgh SteelersPIT,Pittsburgh Steelers,Pittsburgh Steelers@New Orleans Saints,10.0,2.0,1,0,1,0,0,20,288,30,318,,,,,,
New York JetsNYJ,New York Jets,Green Bay Packers@New York Jets,9.0,2.0,0,0,0,0,0,9,156,81,237,,,,,,
New England PatriotsNE,New England Patriots,Minnesota Vikings@New England Patriots,7.0,1.0,1,0,0,0,0,18,285,125,410,,,,,,
Tennessee TitansTEN,Tennessee Titans,Tennessee Titans@Los Angeles Chargers,7.0,1.0,1,1,0,1,0,33,300,156,456,,,,,,
Miami DolphinsMIA,Miami Dolphins,Miami Dolphins@Cincinnati Bengals,6.0,0.0,1,0,0,0,0,14,156,106,262,,,,,,
Carolina PanthersCAR,Carolina Panthers,Carolina Panthers@Los Angeles Rams,6.0,2.0,0,0,0,0,0,20,184,62,246,,,,,,
Dallas CowboysDAL,Dallas Cowboys,Jacksonville Jaguars@Dallas Cowboys,5.0,3.0,0,0,1,0,0,35,238,149,387,,,,,,
Cincinnati BengalsCIN,Cincinnati Bengals,Miami Dolphins@Cincinnati Bengals,5.0,0.0,1,0,1,0,0,22,217,137,354,,,,,,
Seattle SeahawksSEA,Seattle Seahawks,Seattle Seahawks@Las Vegas Raiders,2.0,2.0,0,0,0,0,0,33,306,239,545,,,,,,
Houston TexansHOU,Houston Texans,Houston Texans@Indianapolis Colts,1.0,1.0,0,0,0,0,0,30,259,107,366,,,,,,
San Diego ChargersSD,Los Angeles Chargers,Tennessee Titans@Los Angeles Chargers,1.0,0.0,0,0,0,0,0,25,305,65,370,,,,,,
Denver BroncosDEN,Denver Broncos,Denver Broncos@San Francisco 49ers,1.0,0.0,0,0,0,0,0,24,196,143,339,,,,,,
Minnesota VikingsMIN,Minnesota Vikings,Minnesota Vikings@New England Patriots,0.0,0.0,0,0,0,0,0,28,240,122,362,,,,,,
