Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Dwayne Bowe,Kansas City Chiefs,Kansas City Chiefs@Seattle Seahawks,48.0,0,0,0,0,0,0,0,0,0,0,13,170,3,0,0,0
Peyton Hillis,Cleveland Browns,Carolina Panthers@Cleveland Browns,43.0,1,0,0,0,0,0,26,131,3,0,6,63,0,0,0,0
Tom Brady,New England Patriots,New England Patriots@Detroit Lions,37.0,27,21,341,4,0,0,4,1,0,0,0,0,0,0,0,0
Matt Cassel,Kansas City Chiefs,Kansas City Chiefs@Seattle Seahawks,35.0,32,22,233,4,0,0,5,28,0,0,0,0,0,0,0,0
Jay Cutler,Chicago Bears,Philadelphia Eagles@Chicago Bears,34.0,21,14,247,4,0,0,7,17,0,0,0,0,0,0,0,0
Kyle Orton,Denver Broncos,Los Angeles Rams@Denver Broncos,31.0,41,24,347,3,0,0,0,0,0,0,0,0,0,0,0,0
Sam Bradford,Los Angeles Rams,Los Angeles Rams@Denver Broncos,30.0,37,22,308,3,0,0,1,-1,0,0,0,0,0,0,0,0
Arian Foster,Houston Texans,Tennessee Titans@Houston Texans,30.0,0,0,0,0,0,0,30,143,0,0,9,75,0,0,0,0
Aaron Rodgers,Green Bay Packers,Green Bay Packers@Atlanta Falcons,29.0,35,26,344,1,0,0,12,51,1,0,0,0,0,0,1,0
Wes Welker,New England Patriots,New England Patriots@Detroit Lions,29.0,0,0,0,0,0,0,0,0,0,0,8,90,2,0,0,0
Mike Goodson,Carolina Panthers,Carolina Panthers@Cleveland Browns,27.0,0,0,0,0,0,0,14,55,1,0,8,81,0,0,0,0
Michael Vick,Philadelphia Eagles,Philadelphia Eagles@Chicago Bears,27.0,44,29,333,2,1,0,9,44,0,0,0,0,0,0,0,0
