Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Arian Foster,Houston Texans,Houston Texans@Indianapolis Colts,31.0,0,0,0,0,0,0,15,102,1,0,9,65,0,0,0,0
Jamaal Charles,Kansas City Chiefs,Buffalo Bills@Kansas City Chiefs,27.0,0,0,0,0,0,0,22,177,0,0,4,61,0,0,0,0
LeGarrette Blount,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Arizona Cardinals,25.0,0,0,0,0,0,0,22,120,2,0,2,9,0,0,1,0
BenJarvus Green-Ellis,New England Patriots,Minnesota Vikings@New England Patriots,25.0,0,0,0,0,0,0,17,112,2,0,1,11,0,0,0,0
Adrian Peterson,Minnesota Vikings,Minnesota Vikings@New England Patriots,25.0,0,0,0,0,0,0,25,92,1,0,5,50,0,0,0,0
Marcel Reece,Las Vegas Raiders,Seattle Seahawks@Las Vegas Raiders,21.0,0,0,0,0,0,0,2,32,0,0,3,90,1,0,0,0
Frank Gore,San Francisco 49ers,Denver Broncos@San Francisco 49ers,18.0,0,0,0,0,0,0,29,118,1,0,1,7,0,0,0,0
Chris Johnson,Tennessee Titans,Tennessee Titans@Los Angeles Chargers,18.0,0,0,0,0,0,0,15,59,1,0,5,24,0,0,0,0
Mike Tolbert,Los Angeles Chargers,Tennessee Titans@Los Angeles Chargers,18.0,0,0,0,0,0,0,11,63,1,0,4,27,0,0,0,0
Michael Bush,Las Vegas Raiders,Seattle Seahawks@Las Vegas Raiders,17.0,0,0,0,0,0,0,9,51,1,0,1,55,0,0,0,0
Darren Sproles,Los Angeles Chargers,Tennessee Titans@Los Angeles Chargers,17.0,0,0,0,0,0,0,4,41,0,0,4,36,1,0,0,0
Maurice Jones-Drew,Jacksonville Jaguars,Jacksonville Jaguars@Dallas Cowboys,16.0,0,0,0,0,0,0,27,135,0,0,2,13,0,0,0,0
Rashard Mendenhall,Pittsburgh Steelers,Pittsburgh Steelers@New Orleans Saints,16.0,0,0,0,0,0,0,15,71,1,0,2,14,0,0,0,0
Danny Woodhead,New England Patriots,Minnesota Vikings@New England Patriots,16.0,0,0,0,0,0,0,6,13,1,0,5,45,0,0,0,0
Darren McFadden,Las Vegas Raiders,Seattle Seahawks@Las Vegas Raiders,15.0,0,0,0,0,0,0,21,111,0,0,2,24,0,0,0,0
Ryan Mathews,Los Angeles Chargers,Tennessee Titans@Los Angeles Chargers,14.0,0,0,0,0,0,0,15,43,1,0,3,11,0,0,0,0
LaDainian Tomlinson,New York Jets,Green Bay Packers@New York Jets,13.0,0,0,0,0,0,0,16,54,0,0,5,37,0,0,0,0
Beanie Wells,Arizona Cardinals,Tampa Bay Buccaneers@Arizona Cardinals,13.0,0,0,0,0,0,0,16,50,1,0,1,14,0,0,0,0
Keiland Williams,Washington Commanders,Washington Commanders@Detroit Lions,13.0,0,0,0,0,0,0,6,25,1,0,3,28,0,0,0,0
Jahvid Best,Detroit Lions,Washington Commanders@Detroit Lions,12.0,0,0,0,0,0,0,12,48,0,0,5,31,0,0,0,0
Mike Hart,Indianapolis Colts,Houston Texans@Indianapolis Colts,12.0,0,0,0,0,0,0,12,84,0,0,3,19,0,0,0,0
Toby Gerhart,Minnesota Vikings,Minnesota Vikings@New England Patriots,11.0,0,0,0,0,0,0,2,0,0,0,5,67,0,0,0,0
Ryan Torain,Washington Commanders,Washington Commanders@Detroit Lions,11.0,0,0,0,0,0,0,9,10,0,0,3,19,1,0,0,0
Ricky Williams,Miami Dolphins,Miami Dolphins@Cincinnati Bengals,11.0,0,0,0,0,0,0,9,47,1,0,1,2,0,0,0,0
Cedric Benson,Cincinnati Bengals,Miami Dolphins@Cincinnati Bengals,10.0,0,0,0,0,0,0,20,69,0,0,3,12,0,0,0,0
Fred Jackson,Buffalo Bills,Buffalo Bills@Kansas City Chiefs,10.0,0,0,0,0,0,0,20,64,0,0,3,11,0,0,0,0
LaRod Stephens-Howling,Arizona Cardinals,Tampa Bay Buccaneers@Arizona Cardinals,10.0,0,0,0,0,0,0,4,41,1,0,0,0,0,0,0,0
Knowshon Moreno,Denver Broncos,Denver Broncos@San Francisco 49ers,9.0,0,0,0,0,0,0,11,40,0,0,4,19,0,0,0,0
Brandon Jackson,Green Bay Packers,Green Bay Packers@New York Jets,8.0,0,0,0,0,0,0,15,55,0,0,2,17,0,0,0,0
Thomas Jones,Kansas City Chiefs,Buffalo Bills@Kansas City Chiefs,8.0,0,0,0,0,0,0,19,77,0,0,1,5,0,0,0,0
Kevin Smith,Detroit Lions,Washington Commanders@Detroit Lions,8.0,0,0,0,0,0,0,12,51,0,0,2,16,0,0,0,0
Naufahu Tahi,Minnesota Vikings,Minnesota Vikings@New England Patriots,8.0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0
Marion Barber,Dallas Cowboys,Jacksonville Jaguars@Dallas Cowboys,7.0,0,0,0,0,0,0,9,16,1,0,0,0,0,0,0,0
Ronnie Brown,Miami Dolphins,Miami Dolphins@Cincinnati Bengals,7.0,0,0,0,0,0,0,16,61,0,0,1,7,0,0,0,0
C.J. Spiller,Buffalo Bills,Buffalo Bills@Kansas City Chiefs,7.0,0,0,0,0,0,0,6,17,0,0,4,28,0,0,0,0
Correll Buckhalter,Denver Broncos,Denver Broncos@San Francisco 49ers,6.0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0
Tashard Choice,Dallas Cowboys,Jacksonville Jaguars@Dallas Cowboys,6.0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
Justin Forsett,Seattle Seahawks,Seattle Seahawks@Las Vegas Raiders,6.0,0,0,0,0,0,0,5,11,0,0,3,26,0,0,0,0
Steven Jackson,Los Angeles Rams,Carolina Panthers@Los Angeles Rams,6.0,0,0,0,0,0,0,23,59,0,0,1,4,0,0,0,0
Felix Jones,Dallas Cowboys,Jacksonville Jaguars@Dallas Cowboys,6.0,0,0,0,0,0,0,8,22,0,0,3,14,0,0,0,0
Julius Jones,New Orleans Saints,Pittsburgh Steelers@New Orleans Saints,6.0,0,0,0,0,0,0,7,16,0,0,3,20,0,0,0,0
Carnell Williams,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Arizona Cardinals,6.0,0,0,0,0,0,0,4,10,0,0,3,26,0,0,0,0
Mike Goodson,Carolina Panthers,Carolina Panthers@Los Angeles Rams,5.0,0,0,0,0,0,0,1,1,0,0,4,16,0,0,0,0
Donald Brown,Indianapolis Colts,Houston Texans@Indianapolis Colts,4.0,0,0,0,0,0,0,9,16,0,0,2,13,0,0,0,0
Shonn Greene,New York Jets,Green Bay Packers@New York Jets,4.0,0,0,0,0,0,0,6,22,0,0,1,10,0,0,0,0
Jacob Hester,Los Angeles Chargers,Tennessee Titans@Los Angeles Chargers,4.0,0,0,0,0,0,0,2,6,0,0,3,12,0,0,0,0
Jonathan Stewart,Carolina Panthers,Carolina Panthers@Los Angeles Rams,4.0,0,0,0,0,0,0,14,30,0,0,1,8,0,0,0,0
Jason Wright,Arizona Cardinals,Tampa Bay Buccaneers@Arizona Cardinals,4.0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Tim Hightower,Arizona Cardinals,Tampa Bay Buccaneers@Arizona Cardinals,2.0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0
John Kuhn,Green Bay Packers,Green Bay Packers@New York Jets,2.0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0
Lousaka Polite,Miami Dolphins,Miami Dolphins@Cincinnati Bengals,2.0,0,0,0,0,0,0,2,6,0,0,2,2,0,0,0,0
Bernard Scott,Cincinnati Bengals,Miami Dolphins@Cincinnati Bengals,2.0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0
Derrick Ward,Houston Texans,Houston Texans@Indianapolis Colts,2.0,0,0,0,0,0,0,2,5,0,0,2,9,0,0,0,0
Leon Washington,Seattle Seahawks,Seattle Seahawks@Las Vegas Raiders,2.0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0
Ladell Betts,Pittsburgh Steelers,Pittsburgh Steelers@New Orleans Saints,1.0,0,0,0,0,0,0,3,8,0,0,1,0,0,0,0,0
Kenneth Darby,Los Angeles Rams,Carolina Panthers@Los Angeles Rams,1.0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0
Anthony Dixon,San Francisco 49ers,Denver Broncos@San Francisco 49ers,1.0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0
