Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Josh Scobee,Jacksonville Jaguars,Jacksonville Jaguars@Buffalo Bills,18.0,3,3,5,5,0,,,,,,,,,,,
Jason Hanson,Detroit Lions,Los Angeles Rams@Detroit Lions,14.0,5,5,3,3,0,,,,,,,,,,,
Robbie Gould,Chicago Bears,Chicago Bears@Carolina Panthers,13.0,2,2,3,3,1,,,,,,,,,,,
Adam Vinatieri,Indianapolis Colts,Kansas City Chiefs@Indianapolis Colts,13.0,1,1,4,4,0,,,,,,,,,,,
Rob Bironas,Tennessee Titans,Tennessee Titans@Dallas Cowboys,12.0,4,4,2,2,1,,,,,,,,,,,
Jay Feely,Arizona Cardinals,New Orleans Saints@Arizona Cardinals,12.0,3,3,3,3,0,,,,,,,,,,,
David Buehler,Dallas Cowboys,Tennessee Titans@Dallas Cowboys,11.0,3,3,3,2,1,,,,,,,,,,,
Sebastian Janikowski,Las Vegas Raiders,Los Angeles Chargers@Las Vegas Raiders,11.0,3,3,2,2,1,,,,,,,,,,,
Graham Gano,Washington Commanders,Green Bay Packers@Washington Commanders,10.0,1,1,4,3,0,,,,,,,,,,,
Lawrence Tynes,New York Giants,New York Giants@Houston Texans,10.0,4,4,2,2,0,,,,,,,,,,,
David Akers,Philadelphia Eagles,Philadelphia Eagles@San Francisco 49ers,9.0,3,3,3,2,0,,,,,,,,,,,
Mason Crosby,Green Bay Packers,Green Bay Packers@Washington Commanders,9.0,1,1,4,2,1,,,,,,,,,,,
Nate Kaeding,Los Angeles Chargers,Los Angeles Chargers@Las Vegas Raiders,9.0,3,3,2,2,0,,,,,,,,,,,
Ryan Succop,Kansas City Chiefs,Kansas City Chiefs@Indianapolis Colts,9.0,0,0,4,3,0,,,,,,,,,,,
Matt Bryant,Atlanta Falcons,Atlanta Falcons@Cleveland Browns,8.0,2,2,3,2,0,,,,,,,,,,,
John Carney,New Orleans Saints,New Orleans Saints@Arizona Cardinals,8.0,2,2,3,2,0,,,,,,,,,,,
John Kasay,Carolina Panthers,Chicago Bears@Carolina Panthers,8.0,0,0,3,2,1,,,,,,,,,,,
Rian Lindell,Buffalo Bills,Jacksonville Jaguars@Buffalo Bills,8.0,2,2,2,2,0,,,,,,,,,,,
Joe Nedney,San Francisco 49ers,Philadelphia Eagles@San Francisco 49ers,8.0,3,3,2,1,1,,,,,,,,,,,
Billy Cundiff,Baltimore Ravens,Denver Broncos@Baltimore Ravens,7.0,4,4,1,1,0,,,,,,,,,,,
Mike Nugent,Cincinnati Bengals,Tampa Bay Buccaneers@Cincinnati Bengals,7.0,1,1,2,2,0,,,,,,,,,,,
Connor Barth,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Cincinnati Bengals,6.0,3,3,1,1,0,,,,,,,,,,,
Josh Brown,Los Angeles Rams,Los Angeles Rams@Detroit Lions,6.0,0,0,2,2,0,,,,,,,,,,,
Matt Prater,Denver Broncos,Denver Broncos@Baltimore Ravens,5.0,2,2,1,1,0,,,,,,,,,,,
Phil Dawson,Cleveland Browns,Atlanta Falcons@Cleveland Browns,4.0,1,1,1,1,0,,,,,,,,,,,
Neil Rackers,Houston Texans,New York Giants@Houston Texans,4.0,1,1,1,1,0,,,,,,,,,,,
Ryan Longwell,Minnesota Vikings,Minnesota Vikings@New York Jets,2.0,2,2,0,0,0,,,,,,,,,,,
