Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Jerome Simpson,Cincinnati Bengals,Los Angeles Chargers@Cincinnati Bengals,30.0,0,0,0,0,0,0,0,0,0,0,6,124,2,0,0,0
Dwayne Bowe,Kansas City Chiefs,Tennessee Titans@Kansas City Chiefs,27.0,0,0,0,0,0,0,0,0,0,0,6,153,1,0,0,0
Johnny Knox,Chicago Bears,New York Jets@Chicago Bears,25.0,0,0,0,0,0,0,0,0,0,0,4,92,2,0,0,0
Michael Crabtree,San Francisco 49ers,San Francisco 49ers@Los Angeles Rams,24.0,0,0,0,0,0,0,0,0,0,0,6,122,1,0,0,0
Mario Manningham,New York Giants,New York Giants@Green Bay Packers,23.0,0,0,0,0,0,0,0,0,0,0,4,132,1,0,0,0
Miles Austin,Dallas Cowboys,Dallas Cowboys@Arizona Cardinals,22.0,0,0,0,0,0,0,1,6,0,0,6,115,1,0,1,0
Andre Roberts,Arizona Cardinals,Dallas Cowboys@Arizona Cardinals,22.0,0,0,0,0,0,0,0,0,0,0,5,110,1,0,0,0
Greg Jennings,Green Bay Packers,New York Giants@Green Bay Packers,21.0,0,0,0,0,0,0,0,0,0,0,7,142,0,0,0,0
Jordy Nelson,Green Bay Packers,New York Giants@Green Bay Packers,21.0,0,0,0,0,0,0,0,0,0,0,4,124,1,0,1,0
Mike Thomas,Jacksonville Jaguars,Washington Commanders@Jacksonville Jaguars,21.0,0,0,0,0,0,0,1,4,0,0,6,96,1,0,0,0
Brandon Marshall,Miami Dolphins,Detroit Lions@Miami Dolphins,20.0,0,0,0,0,0,0,0,0,0,0,10,102,0,0,0,0
Robert Meachem,New Orleans Saints,New Orleans Saints@Atlanta Falcons,20.0,0,0,0,0,0,0,0,0,0,0,10,101,0,0,0,0
Mike Wallace,Pittsburgh Steelers,Carolina Panthers@Pittsburgh Steelers,20.0,0,0,0,0,0,0,0,0,0,0,4,104,1,0,0,0
Hakeem Nicks,New York Giants,New York Giants@Green Bay Packers,19.0,0,0,0,0,0,0,0,0,0,0,4,93,1,0,0,0
Mike Williams,Tampa Bay Buccaneers,Seattle Seahawks@Tampa Bay Buccaneers,19.0,0,0,0,0,0,0,0,0,0,0,3,44,2,0,0,0
Kenny Britt,Tennessee Titans,Tennessee Titans@Kansas City Chiefs,18.0,0,0,0,0,0,0,0,0,0,0,4,89,1,0,0,0
Percy Harvin,Minnesota Vikings,Minnesota Vikings@Philadelphia Eagles,17.0,0,0,0,0,0,0,2,6,0,0,7,100,0,0,0,0
Jacoby Jones,Houston Texans,Houston Texans@Denver Broncos,16.0,0,0,0,0,0,0,1,-3,0,0,5,115,0,0,0,0
Brandon Lloyd,Denver Broncos,Houston Texans@Denver Broncos,16.0,0,0,0,0,0,0,0,0,0,0,5,111,0,0,0,0
Danario Alexander,Los Angeles Rams,San Francisco 49ers@Los Angeles Rams,15.0,0,0,0,0,0,0,0,0,0,0,6,99,0,0,0,0
Santonio Holmes,New York Jets,New York Jets@Chicago Bears,15.0,0,0,0,0,0,0,1,3,0,0,4,69,1,0,1,0
Derrick Mason,Baltimore Ravens,Baltimore Ravens@Cleveland Browns,15.0,0,0,0,0,0,0,0,0,0,0,4,50,1,0,0,0
Kelley Washington,Los Angeles Chargers,Los Angeles Chargers@Cincinnati Bengals,15.0,0,0,0,0,0,0,0,0,0,0,5,40,1,0,0,0
Danny Amendola,Los Angeles Rams,San Francisco 49ers@Los Angeles Rams,13.0,0,0,0,0,0,0,0,0,0,0,8,53,0,0,0,0
Davone Bess,Miami Dolphins,Detroit Lions@Miami Dolphins,13.0,0,0,0,0,0,0,0,0,0,0,5,34,1,0,1,0
Braylon Edwards,New York Jets,New York Jets@Chicago Bears,13.0,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0
Jabar Gaffney,Denver Broncos,Houston Texans@Denver Broncos,13.0,0,0,0,0,0,0,0,0,0,0,4,90,0,0,0,0
Devin Hester,Chicago Bears,New York Jets@Chicago Bears,13.0,0,0,0,0,0,0,0,0,0,0,3,48,1,0,0,0
T.J. Houshmandzadeh,Baltimore Ravens,Baltimore Ravens@Cleveland Browns,13.0,0,0,0,0,0,0,0,0,0,0,4,32,1,0,0,0
James Jones,Green Bay Packers,New York Giants@Green Bay Packers,13.0,0,0,0,0,0,0,0,0,0,0,4,36,1,0,0,0
Jeremy Maclin,Philadelphia Eagles,Minnesota Vikings@Philadelphia Eagles,13.0,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0
Santana Moss,Washington Commanders,Washington Commanders@Jacksonville Jaguars,13.0,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,0
