Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Ryan Mathews,Los Angeles Chargers,Los Angeles Chargers@Denver Broncos,34.0,0,0,0,0,0,0,26,120,3,0,3,19,0,0,0,0
Arian Foster,Houston Texans,Jacksonville Jaguars@Houston Texans,33.0,0,0,0,0,0,0,31,180,2,0,2,10,0,0,0,0
Michael Bush,Las Vegas Raiders,Las Vegas Raiders@Kansas City Chiefs,26.0,0,0,0,0,0,0,25,137,1,0,4,34,0,0,0,0
Matt Forte,Chicago Bears,Chicago Bears@Green Bay Packers,23.0,0,0,0,0,0,0,15,91,0,0,8,60,0,0,0,0
Rashad Jennings,Jacksonville Jaguars,Jacksonville Jaguars@Houston Texans,23.0,0,0,0,0,0,0,22,108,1,0,4,34,0,0,0,0
Brian Westbrook,San Francisco 49ers,Arizona Cardinals@San Francisco 49ers,21.0,0,0,0,0,0,0,13,79,2,0,1,14,0,0,0,0
Chris Johnson,Tennessee Titans,Tennessee Titans@Indianapolis Colts,20.0,0,0,0,0,0,0,20,39,0,0,6,51,1,0,0,0
Joe McKnight,New York Jets,Buffalo Bills@New York Jets,18.0,0,0,0,0,0,0,32,158,0,0,2,15,0,0,0,0
Rashard Mendenhall,Pittsburgh Steelers,Pittsburgh Steelers@Cleveland Browns,18.0,0,0,0,0,0,0,14,36,2,0,1,24,0,0,0,0
Reggie Bush,New Orleans Saints,Tampa Bay Buccaneers@New Orleans Saints,17.0,0,0,0,0,0,0,9,70,0,0,5,55,0,0,0,0
Jamaal Charles,Kansas City Chiefs,Las Vegas Raiders@Kansas City Chiefs,17.0,0,0,0,0,0,0,14,87,1,0,2,13,0,0,0,0
BenJarvus Green-Ellis,New England Patriots,Miami Dolphins@New England Patriots,15.0,0,0,0,0,0,0,20,80,1,0,1,6,0,0,0,0
Jerome Harrison,Philadelphia Eagles,Dallas Cowboys@Philadelphia Eagles,15.0,0,0,0,0,0,0,21,99,0,0,5,17,0,0,0,0
Ray Rice,Baltimore Ravens,Cincinnati Bengals@Baltimore Ravens,13.0,0,0,0,0,0,0,20,77,1,0,0,0,0,0,0,0
Derrick Ward,Jacksonville Jaguars,Jacksonville Jaguars@Houston Texans,13.0,0,0,0,0,0,0,4,63,1,0,1,7,0,0,0,0
Maurice Morris,Detroit Lions,Minnesota Vikings@Detroit Lions,12.0,0,0,0,0,0,0,12,21,1,0,2,24,0,0,0,0
Jahvid Best,Detroit Lions,Minnesota Vikings@Detroit Lions,11.0,0,0,0,0,0,0,10,34,0,0,6,23,0,0,0,0
Steven Jackson,Los Angeles Rams,Los Angeles Rams@Seattle Seahawks,11.0,0,0,0,0,0,0,11,45,0,0,4,39,0,0,0,0
Michael Turner,Atlanta Falcons,Carolina Panthers@Atlanta Falcons,11.0,0,0,0,0,0,0,17,67,1,0,0,0,0,0,1,0
John Conner,New York Jets,Buffalo Bills@New York Jets,10.0,0,0,0,0,0,0,8,44,1,0,0,0,0,0,0,0
