Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Jeff Reed,Pittsburgh Steelers,Pittsburgh Steelers@Tennessee Titans,13.0,1,1,4,4,0,,,,,,,,,,,
Neil Rackers,Houston Texans,Houston Texans@Washington Commanders,12.0,3,3,4,3,0,,,,,,,,,,,
Matt Bryant,Atlanta Falcons,Arizona Cardinals@Atlanta Falcons,11.0,5,5,2,2,0,,,,,,,,,,,
Garrett Hartley,New Orleans Saints,New Orleans Saints@San Francisco 49ers,11.0,2,2,3,3,0,,,,,,,,,,,
Mason Crosby,Green Bay Packers,Buffalo Bills@Green Bay Packers,10.0,4,4,2,2,0,,,,,,,,,,,
Sebastian Janikowski,Las Vegas Raiders,Los Angeles Rams@Las Vegas Raiders,10.0,1,1,4,3,0,,,,,,,,,,,
Ryan Succop,Kansas City Chiefs,Kansas City Chiefs@Cleveland Browns,10.0,1,1,3,3,0,,,,,,,,,,,
Graham Gano,Washington Commanders,Houston Texans@Washington Commanders,9.0,3,3,4,2,0,,,,,,,,,,,
Robbie Gould,Chicago Bears,Chicago Bears@Dallas Cowboys,9.0,3,3,2,2,0,,,,,,,,,,,
Connor Barth,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Carolina Panthers,8.0,2,2,2,2,0,,,,,,,,,,,
David Buehler,Dallas Cowboys,Chicago Bears@Dallas Cowboys,8.0,2,2,3,2,0,,,,,,,,,,,
Nick Folk,New York Jets,New England Patriots@New York Jets,8.0,2,2,2,2,0,,,,,,,,,,,
Nate Kaeding,Los Angeles Chargers,Jacksonville Jaguars@Los Angeles Chargers,8.0,5,5,1,1,0,,,,,,,,,,,
Adam Vinatieri,Indianapolis Colts,New York Giants@Indianapolis Colts,8.0,5,5,1,1,0,,,,,,,,,,,
Matt Prater,Denver Broncos,Seattle Seahawks@Denver Broncos,7.0,4,4,1,1,0,,,,,,,,,,,
Josh Scobee,Jacksonville Jaguars,Jacksonville Jaguars@Los Angeles Chargers,7.0,1,1,2,2,0,,,,,,,,,,,
Jason Hanson,Detroit Lions,Philadelphia Eagles@Detroit Lions,6.0,3,3,1,1,0,,,,,,,,,,,
David Akers,Philadelphia Eagles,Philadelphia Eagles@Detroit Lions,5.0,5,5,0,0,0,,,,,,,,,,,
Billy Cundiff,Baltimore Ravens,Baltimore Ravens@Cincinnati Bengals,4.0,1,1,1,1,0,,,,,,,,,,,
Ryan Longwell,Minnesota Vikings,Miami Dolphins@Minnesota Vikings,4.0,1,1,1,1,0,,,,,,,,,,,
Rob Bironas,Tennessee Titans,Pittsburgh Steelers@Tennessee Titans,3.0,0,0,1,1,0,,,,,,,,,,,
Josh Brown,Los Angeles Rams,Los Angeles Rams@Las Vegas Raiders,2.0,2,2,1,0,0,,,,,,,,,,,
Dan Carpenter,Miami Dolphins,Miami Dolphins@Minnesota Vikings,2.0,2,2,0,0,0,,,,,,,,,,,
Phil Dawson,Cleveland Browns,Kansas City Chiefs@Cleveland Browns,2.0,2,2,1,0,0,,,,,,,,,,,
Stephen Gostkowski,New England Patriots,New England Patriots@New York Jets,2.0,2,2,1,0,0,,,,,,,,,,,
Olindo Mare,Seattle Seahawks,Seattle Seahawks@Denver Broncos,2.0,2,2,0,0,0,,,,,,,,,,,
Joe Nedney,San Francisco 49ers,New Orleans Saints@San Francisco 49ers,2.0,2,2,0,0,0,,,,,,,,,,,
Lawrence Tynes,New York Giants,New York Giants@Indianapolis Colts,2.0,2,2,0,0,0,,,,,,,,,,,
Jay Feely,Arizona Cardinals,Arizona Cardinals@Atlanta Falcons,1.0,1,1,1,0,0,,,,,,,,,,,
John Kasay,Carolina Panthers,Tampa Bay Buccaneers@Carolina Panthers,1.0,1,1,0,0,0,,,,,,,,,,,
Rian Lindell,Buffalo Bills,Buffalo Bills@Green Bay Packers,1.0,1,1,0,0,0,,,,,,,,,,,
