Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Dallas CowboysDAL,Dallas Cowboys,Dallas Cowboys@Philadelphia Eagles,26.0,5.0,3,0,1,0,1,13,123,121,244,,,,,,
Oakland RaidersOAK,Las Vegas Raiders,Las Vegas Raiders@Kansas City Chiefs,24.0,7.0,2,0,0,0,1,10,86,115,201,,,,,,
San Francisco 49ersSF,San Francisco 49ers,Arizona Cardinals@San Francisco 49ers,23.0,6.0,2,0,0,0,1,7,201,78,279,,,,,,
New England PatriotsNE,New England Patriots,Miami Dolphins@New England Patriots,22.0,5.0,1,0,1,0,1,7,206,44,250,,,,,,
Atlanta FalconsATL,Atlanta Falcons,Carolina Panthers@Atlanta Falcons,20.0,3.0,1,0,1,0,1,10,154,137,291,,,,,,
Green Bay PackersGB,Green Bay Packers,Chicago Bears@Green Bay Packers,20.0,6.0,2,0,0,0,0,3,117,110,227,,,,,,
Pittsburgh SteelersPIT,Pittsburgh Steelers,Pittsburgh Steelers@Cleveland Browns,17.0,4.0,3,0,0,0,0,9,182,43,225,,,,,,
Baltimore RavensBAL,Baltimore Ravens,Cincinnati Bengals@Baltimore Ravens,17.0,0.0,2,0,3,0,0,7,305,90,395,,,,,,
Tampa Bay BuccaneersTB,Tampa Bay Buccaneers,Tampa Bay Buccaneers@New Orleans Saints,16.0,3.0,1,0,2,0,0,13,199,106,305,,,,,,
Cincinnati BengalsCIN,Cincinnati Bengals,Cincinnati Bengals@Baltimore Ravens,15.0,4.0,1,0,1,0,0,13,101,98,199,,,,,,
Seattle SeahawksSEA,Seattle Seahawks,Los Angeles Rams@Seattle Seahawks,15.0,3.0,1,0,0,0,0,6,137,47,184,,,,,,
Minnesota VikingsMIN,Minnesota Vikings,Minnesota Vikings@Detroit Lions,15.0,1.0,1,0,1,0,1,20,250,107,357,,,,,,
New York GiantsNYG,New York Giants,New York Giants@Washington Commanders,14.0,2.0,1,0,3,0,0,14,318,67,385,,,,,,
Denver BroncosDEN,Denver Broncos,Los Angeles Chargers@Denver Broncos,13.0,5.0,1,0,0,0,1,33,283,164,447,,,,,,
Chicago BearsCHI,Chicago Bears,Chicago Bears@Green Bay Packers,13.0,2.0,1,0,1,0,0,10,224,60,284,,,,,,
Detroit LionsDET,Detroit Lions,Minnesota Vikings@Detroit Lions,12.0,3.0,1,0,0,0,0,13,137,74,211,,,,,,
Houston TexansHOU,Houston Texans,Jacksonville Jaguars@Houston Texans,10.0,2.0,1,0,1,0,0,17,124,198,322,,,,,,
Buffalo BillsBUF,Buffalo Bills,Buffalo Bills@New York Jets,9.0,1.0,1,0,0,0,1,38,112,276,388,,,,,,
Philadelphia EaglesPHI,Philadelphia Eagles,Dallas Cowboys@Philadelphia Eagles,8.0,2.0,0,0,1,0,0,14,113,159,272,,,,,,
New Orleans SaintsNO,New Orleans Saints,Tampa Bay Buccaneers@New Orleans Saints,8.0,3.0,0,0,2,0,0,23,233,84,317,,,,,,
San Diego ChargersSD,Los Angeles Chargers,Los Angeles Chargers@Denver Broncos,7.0,3.0,2,0,0,0,0,28,191,146,337,,,,,,
Indianapolis ColtsIND,Indianapolis Colts,Tennessee Titans@Indianapolis Colts,7.0,1.0,0,0,1,0,0,20,290,51,341,,,,,,
S,Los Angeles Rams,Los Angeles Rams@Seattle Seahawks,6.0,0.0,0,0,1,0,0,16,192,141,333,,,,,,
Washington RedskinsWAS,Washington Commanders,New York Giants@Washington Commanders,6.0,0.0,1,0,0,0,0,17,243,82,325,,,,,,
Kansas City ChiefsKC,Kansas City Chiefs,Las Vegas Raiders@Kansas City Chiefs,6.0,4.0,0,0,1,0,0,31,135,209,344,,,,,,
Tennessee TitansTEN,Tennessee Titans,Tennessee Titans@Indianapolis Colts,4.0,1.0,0,0,1,0,0,23,257,101,358,,,,,,
Carolina PanthersCAR,Carolina Panthers,Carolina Panthers@Atlanta Falcons,3.0,1.0,0,0,1,0,0,31,253,99,352,,,,,,
Miami DolphinsMIA,Miami Dolphins,Miami Dolphins@New England Patriots,2.0,0.0,0,0,1,0,0,38,321,181,502,,,,,,
Cleveland BrownsCLE,Cleveland Browns,Pittsburgh Steelers@Cleveland Browns,2.0,2.0,0,0,0,0,0,41,318,100,418,,,,,,
Arizona CardinalsARI,Arizona Cardinals,Arizona Cardinals@San Francisco 49ers,2.0,2.0,0,0,0,0,0,38,262,100,362,,,,,,
Jacksonville JaguarsJAX,Jacksonville Jaguars,Jacksonville Jaguars@Houston Texans,0.0,0.0,0,0,0,0,0,34,253,244,497,,,,,,
