Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Terrell Owens,Cincinnati Bengals,Pittsburgh Steelers@Cincinnati Bengals,36.0,0,0,0,0,0,0,0,0,0,0,10,141,2,0,0,0
Arian Foster,Houston Texans,Los Angeles Chargers@Houston Texans,35.0,0,0,0,0,0,0,27,127,2,0,4,70,0,0,0,0
Peyton Hillis,Cleveland Browns,New England Patriots@Cleveland Browns,35.0,0,0,0,0,0,0,29,184,2,0,3,36,0,0,1,0
Philip Rivers,Los Angeles Chargers,Los Angeles Chargers@Houston Texans,33.0,23,17,295,4,1,0,4,-7,0,0,0,0,0,0,0,0
Aaron Rodgers,Green Bay Packers,Dallas Cowboys@Green Bay Packers,33.0,34,27,289,3,0,0,5,41,0,0,0,0,0,0,0,0
Adrian Peterson,Minnesota Vikings,Arizona Cardinals@Minnesota Vikings,30.0,0,0,0,0,0,0,15,81,1,0,4,63,1,0,0,0
Eli Manning,New York Giants,New York Giants@Seattle Seahawks,29.0,32,21,290,3,0,0,1,-1,0,0,0,0,0,0,0,0
Matthew Stafford,Detroit Lions,New York Jets@Detroit Lions,28.0,36,20,240,2,0,0,4,11,1,0,0,0,0,0,0,0
Seyi Ajirotutu,Los Angeles Chargers,Los Angeles Chargers@Houston Texans,27.0,0,0,0,0,0,0,0,0,0,0,4,111,2,0,0,0
Jacob Tamme,Indianapolis Colts,Indianapolis Colts@Philadelphia Eagles,27.0,0,0,0,0,0,0,0,0,0,0,11,108,1,0,0,0
Michael Vick,Philadelphia Eagles,Indianapolis Colts@Philadelphia Eagles,27.0,29,17,218,1,0,0,10,74,1,0,0,0,0,0,0,0
James Jones,Green Bay Packers,Dallas Cowboys@Green Bay Packers,26.0,0,0,0,0,0,0,0,0,0,0,8,123,1,0,0,0
Brett Favre,Minnesota Vikings,Arizona Cardinals@Minnesota Vikings,25.0,47,36,446,2,2,0,2,1,0,0,0,0,0,0,0,0
DeSean Jackson,Philadelphia Eagles,Indianapolis Colts@Philadelphia Eagles,25.0,0,0,0,0,0,0,3,20,0,0,7,109,1,0,0,0
Stevie Johnson,Buffalo Bills,Chicago Bears@Buffalo Bills,25.0,0,0,0,0,0,0,0,0,0,0,11,145,0,0,0,0
Ahmad Bradshaw,New York Giants,New York Giants@Seattle Seahawks,24.0,0,0,0,0,0,0,19,57,2,0,4,35,0,0,0,0
Nate Burleson,Detroit Lions,New York Jets@Detroit Lions,24.0,0,0,0,0,0,0,0,0,0,0,7,113,1,0,0,0
Hakeem Nicks,New York Giants,New York Giants@Seattle Seahawks,24.0,0,0,0,0,0,0,0,0,0,0,6,128,1,0,0,0
Ray Rice,Baltimore Ravens,Miami Dolphins@Baltimore Ravens,24.0,0,0,0,0,0,0,22,83,0,0,7,97,0,0,0,0
Jay Cutler,Chicago Bears,Chicago Bears@Buffalo Bills,23.0,30,17,188,2,0,1,5,39,0,0,0,0,0,0,1,0
Mark Sanchez,New York Jets,New York Jets@Detroit Lions,23.0,39,22,336,1,1,0,3,1,1,0,0,0,0,0,0,0
Dez Bryant,Dallas Cowboys,Dallas Cowboys@Green Bay Packers,22.0,0,0,0,0,0,0,0,0,0,0,9,86,1,0,1,0
Joe Flacco,Baltimore Ravens,Miami Dolphins@Baltimore Ravens,22.0,27,20,266,2,0,0,4,7,0,0,0,0,0,0,0,0
Brandon Jackson,Green Bay Packers,Dallas Cowboys@Green Bay Packers,22.0,0,0,0,0,0,0,13,42,1,0,4,26,1,0,0,0
Michael Turner,Atlanta Falcons,Tampa Bay Buccaneers@Atlanta Falcons,22.0,0,0,0,0,0,0,24,107,2,0,0,0,0,0,0,0
Mike Wallace,Pittsburgh Steelers,Pittsburgh Steelers@Cincinnati Bengals,22.0,0,0,0,0,0,0,0,0,0,0,5,110,1,0,0,0
Aaron Hernandez,New England Patriots,New England Patriots@Cleveland Browns,21.0,0,0,0,0,0,0,0,0,0,0,5,48,2,0,0,0
Greg Jennings,Green Bay Packers,Dallas Cowboys@Green Bay Packers,21.0,0,0,0,0,0,0,0,0,0,0,7,80,1,0,0,0
Rashard Mendenhall,Pittsburgh Steelers,Pittsburgh Steelers@Cincinnati Bengals,21.0,0,0,0,0,0,0,22,99,1,0,3,31,0,0,0,0
Tom Brady,New England Patriots,New England Patriots@Cleveland Browns,20.0,36,19,224,2,0,0,1,1,0,0,0,0,0,0,0,0
Drew Brees,New Orleans Saints,New Orleans Saints@Carolina Panthers,20.0,43,27,253,2,1,0,0,0,0,0,0,0,0,0,0,0
Ronnie Brown,Miami Dolphins,Miami Dolphins@Baltimore Ravens,20.0,0,0,0,0,0,0,9,59,1,0,5,40,0,0,0,0
Jacoby Ford,Las Vegas Raiders,Kansas City Chiefs@Las Vegas Raiders,20.0,0,0,0,0,0,0,0,0,0,0,6,148,0,0,0,0
Percy Harvin,Minnesota Vikings,Arizona Cardinals@Minnesota Vikings,20.0,0,0,0,0,0,0,0,0,0,0,9,126,0,0,1,0
Matt Cassel,Kansas City Chiefs,Kansas City Chiefs@Las Vegas Raiders,19.0,35,20,216,2,1,0,3,14,0,0,0,0,0,0,0,0
Carson Palmer,Cincinnati Bengals,Pittsburgh Steelers@Cincinnati Bengals,19.0,36,22,248,2,1,0,0,0,0,0,0,0,0,0,0,0
Roscoe Parrish,Buffalo Bills,Chicago Bears@Buffalo Bills,19.0,0,0,0,0,0,0,0,0,0,0,7,60,1,0,0,0
Reggie Wayne,Indianapolis Colts,Indianapolis Colts@Philadelphia Eagles,19.0,0,0,0,0,0,0,0,0,0,0,11,83,0,0,0,0
Mike Williams,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Atlanta Falcons,18.0,0,0,0,0,0,0,0,0,0,0,4,89,1,0,0,0
Bernard Berrian,Minnesota Vikings,Arizona Cardinals@Minnesota Vikings,17.0,0,0,0,0,0,0,1,-8,0,0,9,89,0,0,0,0
Dwayne Bowe,Kansas City Chiefs,Kansas City Chiefs@Las Vegas Raiders,17.0,0,0,0,0,0,0,0,0,0,0,5,63,1,0,0,0
Larry Fitzgerald,Arizona Cardinals,Arizona Cardinals@Minnesota Vikings,17.0,0,0,0,0,0,0,0,0,0,0,7,107,0,0,0,0
Josh Freeman,Tampa Bay Buccaneers,Tampa Bay Buccaneers@Atlanta Falcons,17.0,22,11,189,2,2,0,4,26,0,0,0,0,0,0,0,0
Santonio Holmes,New York Jets,New York Jets@Detroit Lions,16.0,0,0,0,0,0,0,0,0,0,0,5,114,0,0,0,0
Randy McMichael,Los Angeles Chargers,Los Angeles Chargers@Houston Texans,16.0,0,0,0,0,0,0,0,0,0,0,2,23,2,0,0,0
Visanthe Shiancoe,Minnesota Vikings,Arizona Cardinals@Minnesota Vikings,16.0,0,0,0,0,0,0,0,0,0,0,4,66,1,0,0,0
Earl Bennett,Chicago Bears,Chicago Bears@Buffalo Bills,15.0,0,0,0,0,0,0,1,5,0,0,4,52,1,0,0,0
Cedric Benson,Cincinnati Bengals,Pittsburgh Steelers@Cincinnati Bengals,15.0,0,0,0,0,0,0,18,54,1,0,2,20,0,0,0,0
Braylon Edwards,New York Jets,New York Jets@Detroit Lions,15.0,0,0,0,0,0,0,0,0,0,0,3,78,1,0,1,0
Tony Gonzalez,Atlanta Falcons,Tampa Bay Buccaneers@Atlanta Falcons,15.0,0,0,0,0,0,0,0,0,0,0,8,72,0,0,0,0
Willis McGahee,Baltimore Ravens,Miami Dolphins@Baltimore Ravens,15.0,0,0,0,0,0,0,6,24,0,0,3,42,1,0,0,0
Matt Ryan,Atlanta Falcons,Tampa Bay Buccaneers@Atlanta Falcons,15.0,36,24,235,1,0,0,3,5,0,0,0,0,0,0,0,0
LaDainian Tomlinson,New York Jets,New York Jets@Detroit Lions,15.0,0,0,0,0,0,0,15,55,0,0,6,47,0,0,0,0
Derek Anderson,Arizona Cardinals,Arizona Cardinals@Minnesota Vikings,14.0,26,15,179,1,0,0,3,16,0,0,0,0,0,0,0,0
Jamaal Charles,Kansas City Chiefs,Kansas City Chiefs@Las Vegas Raiders,14.0,0,0,0,0,0,0,10,53,0,0,5,47,0,0,0,0
Marques Colston,New Orleans Saints,New Orleans Saints@Carolina Panthers,14.0,0,0,0,0,0,0,0,0,0,0,8,65,0,0,0,0
