Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Neil RackersN. Rackers,HOU,HOU@DEN,15.00,2,2,3,3,2
Josh BrownJ. Brown,STL,SF@STL,11.00,2,2,3,3,0
David BuehlerD. Buehler,DAL,DAL@ARI,10.00,3,2,2,2,1
Nick FolkN. Folk,NYJ,NYJ@CHI,10.00,4,4,2,2,0
Shayne GrahamS. Graham,NE,NE@BUF,10.00,4,4,2,2,0
Dave RaynerD. Rayner,DET,DET@MIA,10.00,4,4,2,2,0
Ryan SuccopR. Succop,KC,TEN@KC,10.00,4,4,3,2,0
Dan CarpenterD. Carpenter,MIA,DET@MIA,9.00,3,3,2,2,0
Mason CrosbyM. Crosby,GB,NYG@GB,9.00,6,6,1,1,0
Jay FeelyJ. Feely,ARI,DAL@ARI,9.00,3,3,3,2,0
Shaun SuishamS. Suisham,PIT,CAR@PIT,9.00,3,3,3,2,0
Connor BarthC. Barth,TB,SEA@TB,8.00,5,5,2,1,0
Billy CundiffB. Cundiff,BAL,BAL@CLE,8.00,2,2,2,2,0
Graham GanoG. Gano,WAS,WAS@JAX,8.00,2,2,2,2,0
Robbie GouldR. Gould,CHI,NYJ@CHI,8.00,5,5,2,1,0
Nate KaedingN. Kaeding,SD,SD@CIN,8.00,2,2,2,2,0
Garrett HartleyG. Hartley,NO,NO@ATL,7.00,2,2,1,1,1
Adam VinatieriA. Vinatieri,IND,IND@OAK,7.00,4,4,1,1,0
Stephen HauschkaS. Hauschka,HOU,HOU@DEN,6.00,3,3,1,1,0
Ryan LongwellR. Longwell,MIN,MIN@PHI,6.00,3,3,1,1,0
Jeff ReedJ. Reed,SF,SF@STL,5.00,2,2,2,1,0
Josh ScobeeJ. Scobee,JAX,WAS@JAX,5.00,2,2,2,1,0
Lawrence TynesL. Tynes,NYG,NYG@GB,5.00,2,2,1,1,0
Phil DawsonP. Dawson,CLE,BAL@CLE,4.00,1,1,1,1,0
Clint StitserC. Stitser,SD,SD@CIN,4.00,5,4,0,0,0
John KasayJ. Kasay,CAR,CAR@PIT,3.00,0,0,1,1,0
Rian LindellR. Lindell,BUF,NE@BUF,3.00,0,0,1,1,0
David AkersD. Akers,PHI,MIN@PHI,2.00,2,2,1,0,0
Rob BironasR. Bironas,TEN,TEN@KC,2.00,2,2,0,0,0
Matt BryantM. Bryant,ATL,NO@ATL,2.00,2,2,0,0,0
Olindo MareO. Mare,SEA,SEA@TB,1.00,1,1,0,0,0
