Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Sebastian JanikowskiS. Janikowski,OAK,OAK@ARI,13.00,2,2,6,3,1
Josh BrownJ. Brown,STL,WAS@STL,12.00,3,3,4,3,0
Rian LindellR. Lindell,BUF,BUF@NE,12.00,3,3,4,3,0
Graham GanoG. Gano,WAS,WAS@STL,10.00,1,1,3,3,0
Mike NugentM. Nugent,CIN,CIN@CAR,10.00,2,2,2,2,1
Rob BironasR. Bironas,TEN,TEN@NYG,9.00,3,3,2,2,0
Matt BryantM. Bryant,ATL,ATL@NO,9.00,3,3,2,2,0
David BuehlerD. Buehler,DAL,DAL@HOU,9.00,3,3,2,2,0
Olindo MareO. Mare,SEA,SD@SEA,9.00,3,3,2,2,0
Adam VinatieriA. Vinatieri,IND,IND@DEN,9.00,3,3,2,2,0
Stephen GostkowskiS. Gostkowski,NE,BUF@NE,8.00,5,5,1,1,0
Robbie GouldR. Gould,CHI,GB@CHI,8.00,2,2,3,2,0
Jeff ReedJ. Reed,PIT,PIT@TB,8.00,5,5,1,1,0
Connor BarthC. Barth,TB,PIT@TB,7.00,1,1,2,2,0
Nick FolkN. Folk,NYJ,NYJ@MIA,7.00,4,4,2,1,0
Matt PraterM. Prater,DEN,IND@DEN,7.00,1,1,2,2,0
Neil RackersN. Rackers,HOU,DAL@HOU,7.00,1,1,2,2,0
Ryan SuccopR. Succop,KC,SF@KC,7.00,4,4,2,1,0
Billy CundiffB. Cundiff,BAL,CLE@BAL,6.00,3,3,2,1,0
Jay FeelyJ. Feely,ARI,OAK@ARI,6.00,3,3,1,1,0
Garrett HartleyG. Hartley,NO,ATL@NO,6.00,3,3,2,1,0
Ryan LongwellR. Longwell,MIN,DET@MIN,6.00,3,3,1,1,0
Joe NedneyJ. Nedney,SF,SF@KC,6.00,1,1,1,1,1
Lawrence TynesL. Tynes,NYG,TEN@NYG,6.00,1,1,3,1,1
Mason CrosbyM. Crosby,GB,GB@CHI,5.00,2,2,2,1,0
Phil DawsonP. Dawson,CLE,CLE@BAL,5.00,2,2,1,1,0
Josh ScobeeJ. Scobee,JAX,PHI@JAX,5.00,0,0,1,1,1
David AkersD. Akers,PHI,PHI@JAX,4.00,4,4,0,0,0
Jason HansonJ. Hanson,DET,DET@MIN,4.00,1,1,2,1,0
Nate KaedingN. Kaeding,SD,SD@SEA,4.00,1,1,1,1,0
John KasayJ. Kasay,CAR,CIN@CAR,1.00,1,1,0,0,0
