Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Josh ScobeeJ. Scobee,JAX,JAX@BUF,18.00,3,3,5,5,0
Jason HansonJ. Hanson,DET,STL@DET,14.00,5,5,3,3,0
Robbie GouldR. Gould,CHI,CHI@CAR,13.00,2,2,3,3,1
Adam VinatieriA. Vinatieri,IND,KC@IND,13.00,1,1,4,4,0
Rob BironasR. Bironas,TEN,TEN@DAL,12.00,4,4,2,2,1
Jay FeelyJ. Feely,ARI,NO@ARI,12.00,3,3,3,3,0
David BuehlerD. Buehler,DAL,TEN@DAL,11.00,3,3,3,2,1
Sebastian JanikowskiS. Janikowski,OAK,SD@OAK,11.00,3,3,2,2,1
Graham GanoG. Gano,WAS,GB@WAS,10.00,1,1,4,3,0
Lawrence TynesL. Tynes,NYG,NYG@HOU,10.00,4,4,2,2,0
David AkersD. Akers,PHI,PHI@SF,9.00,3,3,3,2,0
Mason CrosbyM. Crosby,GB,GB@WAS,9.00,1,1,4,2,1
Nate KaedingN. Kaeding,SD,SD@OAK,9.00,3,3,2,2,0
Ryan SuccopR. Succop,KC,KC@IND,9.00,0,0,4,3,0
Matt BryantM. Bryant,ATL,ATL@CLE,8.00,2,2,3,2,0
John CarneyJ. Carney,NO,NO@ARI,8.00,2,2,3,2,0
John KasayJ. Kasay,CAR,CHI@CAR,8.00,0,0,3,2,1
Rian LindellR. Lindell,BUF,JAX@BUF,8.00,2,2,2,2,0
Joe NedneyJ. Nedney,SF,PHI@SF,8.00,3,3,2,1,1
Billy CundiffB. Cundiff,BAL,DEN@BAL,7.00,4,4,1,1,0
Mike NugentM. Nugent,CIN,TB@CIN,7.00,1,1,2,2,0
Connor BarthC. Barth,TB,TB@CIN,6.00,3,3,1,1,0
Josh BrownJ. Brown,STL,STL@DET,6.00,0,0,2,2,0
Matt PraterM. Prater,DEN,DEN@BAL,5.00,2,2,1,1,0
Phil DawsonP. Dawson,CLE,ATL@CLE,4.00,1,1,1,1,0
Neil RackersN. Rackers,HOU,NYG@HOU,4.00,1,1,1,1,0
Ryan LongwellR. Longwell,MIN,MIN@NYJ,2.00,2,2,0,0,0
