Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Pittsburgh SteelersPIT,PIT,PIT@TB,21.00,4.0,1,0,1,0,1,13,228,75,303
Philadelphia EaglesPHI,PHI,PHI@JAX,19.00,7.0,1,0,0,0,0,3,52,139,191
Tennessee TitansTEN,TEN,TEN@NYG,17.00,2.0,2,1,1,0,0,10,364,107,471
Dallas CowboysDAL,DAL,DAL@HOU,17.00,4.0,2,0,1,0,0,13,216,124,340
Chicago BearsCHI,CHI,GB@CHI,16.00,0.0,1,0,1,1,1,17,316,63,379
Cincinnati BengalsCIN,CIN,CIN@CAR,16.00,1.0,1,0,3,0,0,7,180,87,267
Minnesota VikingsMIN,MIN,DET@MIN,14.00,1.0,2,0,1,0,0,10,232,63,295
Kansas City ChiefsKC,KC,SF@KC,14.00,5.0,1,0,0,0,0,10,208,43,251
Arizona CardinalsARI,ARI,OAK@ARI,12.00,3.0,1,0,0,0,1,23,231,133,364
Indianapolis ColtsIND,IND,IND@DEN,12.00,1.0,1,0,1,0,0,13,472,47,519
St. Louis RamsSTL,STL,WAS@STL,11.00,1.0,1,0,1,1,0,16,233,116,349
San Diego ChargersSD,SD,SD@SEA,10.00,3.0,1,1,1,0,0,27,203,68,271
Atlanta FalconsATL,ATL,ATL@NO,9.00,2.0,2,0,1,0,0,24,355,43,398
Oakland RaidersOAK,OAK,OAK@ARI,9.00,2.0,1,0,2,0,0,24,108,119,227
Green Bay PackersGB,GB,GB@CHI,9.00,3.0,1,0,0,0,0,20,199,77,276
Detroit LionsDET,DET,DET@MIN,9.00,2.0,2,0,1,0,0,24,185,183,368
Carolina PanthersCAR,CAR,CIN@CAR,9.00,1.0,2,0,0,0,0,20,185,120,305
Buffalo BillsBUF,BUF,BUF@NE,9.00,1.0,0,0,1,0,1,38,245,200,445
Washington RedskinsWAS,WAS,WAS@STL,7.00,1.0,1,0,1,1,0,30,232,133,365
New York JetsNYJ,NYJ,NYJ@MIA,7.00,2.0,1,0,0,1,0,23,352,84,436
Baltimore RavensBAL,BAL,CLE@BAL,6.00,2.0,0,0,0,0,0,17,131,173,304
New Orleans SaintsNO,NO,ATL@NO,5.00,2.0,0,0,1,0,0,27,215,202,417
New England PatriotsNE,NE,BUF@NE,5.00,1.0,2,0,0,0,0,30,240,134,374
Tampa Bay BuccaneersTB,TB,PIT@TB,4.00,0.0,2,0,0,0,0,38,186,201,387
Jacksonville JaguarsJAX,JAX,PHI@JAX,3.00,3.0,0,0,0,0,0,28,267,106,373
Miami DolphinsMIA,MIA,NYJ@MIA,2.00,0.0,0,0,0,1,0,31,256,146,402
San Francisco 49ersSF,SF,SF@KC,2.00,0.0,1,0,0,0,0,31,250,207,457
New York GiantsNYG,NYG,TEN@NYG,1.00,1.0,0,0,0,0,0,29,110,161,271
Houston TexansHOU,HOU,DAL@HOU,1.00,0.0,0,0,0,0,0,27,284,101,385
Denver BroncosDEN,DEN,IND@DEN,1.00,0.0,0,0,0,0,0,27,325,40,365
Cleveland BrownsCLE,CLE,CLE@BAL,1.00,0.0,0,0,0,0,0,24,256,109,365
