Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
David BuehlerD. Buehler,DAL,WAS@DAL,15.00,3,3,5,4,0
Sebastian JanikowskiS. Janikowski,OAK,DEN@OAK,13.00,4,4,3,3,0
John KasayJ. Kasay,CAR,ARI@CAR,13.00,1,1,4,4,0
Clint StitserC. Stitser,CLE,CLE@CIN,13.00,1,1,4,4,0
Billy CundiffB. Cundiff,BAL,NO@BAL,12.00,3,3,3,3,0
Stephen HauschkaS. Hauschka,DEN,DEN@OAK,11.00,2,2,3,3,0
Dave RaynerD. Rayner,DET,DET@TB,11.00,2,2,3,3,0
Ryan SuccopR. Succop,KC,KC@STL,11.00,3,3,2,2,1
Matt BryantM. Bryant,ATL,ATL@SEA,10.00,4,4,2,2,0
Nate KaedingN. Kaeding,SD,SF@SD,10.00,4,4,2,2,0
Adam VinatieriA. Vinatieri,IND,JAX@IND,10.00,4,4,2,2,0
Josh BrownJ. Brown,STL,KC@STL,9.00,1,1,2,2,1
Mason CrosbyM. Crosby,GB,GB@NE,9.00,3,3,2,2,0
David AkersD. Akers,PHI,PHI@NYG,8.00,5,5,1,1,0
Connor BarthC. Barth,TB,DET@TB,8.00,2,2,2,2,0
Nick FolkN. Folk,NYJ,NYJ@PIT,8.00,2,2,2,2,0
Rob BironasR. Bironas,TEN,HOU@TEN,7.00,4,4,1,1,0
Shayne GrahamS. Graham,NE,GB@NE,7.00,4,4,1,1,0
Lawrence TynesL. Tynes,NYG,PHI@NYG,7.00,4,4,1,1,0
Jay FeelyJ. Feely,ARI,ARI@CAR,6.00,0,0,2,2,0
Garrett HartleyG. Hartley,NO,NO@BAL,6.00,3,3,1,1,0
Josh ScobeeJ. Scobee,JAX,JAX@IND,6.00,3,3,1,1,0
Phil DawsonP. Dawson,CLE,CLE@CIN,5.00,2,2,1,1,0
Rian LindellR. Lindell,BUF,BUF@MIA,5.00,2,2,1,1,0
Neil RackersN. Rackers,HOU,HOU@TEN,5.00,2,2,1,1,0
Shaun SuishamS. Suisham,PIT,NYJ@PIT,5.00,2,2,1,1,0
Olindo MareO. Mare,SEA,ATL@SEA,4.00,1,1,1,1,0
Dan CarpenterD. Carpenter,MIA,BUF@MIA,2.00,2,2,4,0,0
Graham GanoG. Gano,WAS,WAS@DAL,2.00,2,2,0,0,0
Ryan LongwellR. Longwell,MIN,CHI@MIN,2.00,2,2,0,0,0
Jeff ReedJ. Reed,SF,SF@SD,1.00,1,1,0,0,0
