Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Dan CarpenterD. Carpenter,MIA,MIA@OAK,15.00,3,3,6,4,0
David AkersD. Akers,PHI,PHI@CHI,14.00,2,2,4,4,0
Garrett HartleyG. Hartley,NO,NO@DAL,14.00,3,3,3,3,1
Shaun SuishamS. Suisham,PIT,PIT@BUF,13.00,1,1,4,4,0
Josh BrownJ. Brown,STL,STL@DEN,12.00,4,3,4,3,0
David BuehlerD. Buehler,DAL,NO@DAL,11.00,3,3,3,2,1
John KasayJ. Kasay,CAR,CAR@CLE,11.00,2,2,5,3,0
Rian LindellR. Lindell,BUF,PIT@BUF,10.00,1,1,3,3,0
Lawrence TynesL. Tynes,NYG,JAX@NYG,10.00,1,1,3,3,0
Shane AndrusS. Andrus,SF,SF@ARI,9.00,3,3,4,2,0
Shayne GrahamS. Graham,NE,NE@DET,9.00,6,6,1,1,0
Matt PraterM. Prater,DEN,STL@DEN,9.00,3,3,2,2,0
Matt BryantM. Bryant,ATL,GB@ATL,8.00,2,2,2,2,0
Neil RackersN. Rackers,HOU,TEN@HOU,8.00,2,2,2,2,0
Josh ScobeeJ. Scobee,JAX,JAX@NYG,8.00,2,2,2,2,0
Graham GanoG. Gano,WAS,MIN@WAS,7.00,1,1,2,2,0
Robbie GouldR. Gould,CHI,PHI@CHI,7.00,4,4,1,1,0
Phil DawsonP. Dawson,CLE,CAR@CLE,6.00,3,3,1,1,0
Jay FeelyJ. Feely,ARI,SF@ARI,6.00,0,0,2,2,0
Nick FolkN. Folk,NYJ,CIN@NYJ,6.00,3,3,2,1,0
Olindo MareO. Mare,SEA,KC@SEA,6.00,3,3,1,1,0
Dave RaynerD. Rayner,DET,NE@DET,6.00,3,3,2,1,0
Ryan SuccopR. Succop,KC,KC@SEA,6.00,6,6,1,0,0
Mason CrosbyM. Crosby,GB,GB@ATL,5.00,2,2,1,1,0
Billy CundiffB. Cundiff,BAL,TB@BAL,5.00,2,2,1,1,0
Sebastian JanikowskiS. Janikowski,OAK,MIA@OAK,5.00,2,2,1,1,0
Ryan LongwellR. Longwell,MIN,MIN@WAS,5.00,2,2,1,1,0
Connor BarthC. Barth,TB,TB@BAL,4.00,1,1,1,1,0
Aaron PettreyA. Pettrey,CIN,CIN@NYJ,4.00,1,1,2,1,0
Adam VinatieriA. Vinatieri,IND,SD@IND,2.00,2,2,0,0,0
