Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Connor BarthC. Barth,TB,TB@NO,11.00,2,2,3,3,0
Shaun SuishamS. Suisham,PIT,PIT@CLE,11.00,5,5,2,2,0
Adam VinatieriA. Vinatieri,IND,TEN@IND,11.00,2,2,3,3,0
Olindo MareO. Mare,SEA,STL@SEA,10.00,1,1,3,3,0
Neil RackersN. Rackers,HOU,JAX@HOU,10.00,4,4,2,2,0
Dave RaynerD. Rayner,DET,MIN@DET,10.00,2,2,2,2,1
Rob BironasR. Bironas,TEN,TEN@IND,8.00,2,2,3,2,0
Nick FolkN. Folk,NYJ,BUF@NYJ,8.00,5,5,1,1,0
Shayne GrahamS. Graham,NE,MIA@NE,8.00,5,5,1,1,0
Jeff ReedJ. Reed,SF,ARI@SF,8.00,5,5,1,1,0
David AkersD. Akers,PHI,DAL@PHI,7.00,1,1,2,2,0
Matt BryantM. Bryant,ATL,CAR@ATL,7.00,4,4,1,1,0
Billy CundiffB. Cundiff,BAL,CIN@BAL,7.00,1,1,2,2,0
Garrett HartleyG. Hartley,NO,TB@NO,7.00,1,1,2,2,0
Sebastian JanikowskiS. Janikowski,OAK,OAK@KC,7.00,4,4,1,1,0
Ryan LongwellR. Longwell,MIN,MIN@DET,7.00,1,1,2,2,0
Josh BrownJ. Brown,STL,STL@SEA,6.00,0,0,2,2,0
Josh ScobeeJ. Scobee,JAX,JAX@HOU,5.00,2,2,2,1,0
Lawrence TynesL. Tynes,NYG,NYG@WAS,5.00,2,2,2,1,0
Mason CrosbyM. Crosby,GB,CHI@GB,4.00,1,1,1,1,0
Stephen HauschkaS. Hauschka,SD,SD@DEN,4.00,4,4,0,0,0
John KasayJ. Kasay,CAR,CAR@ATL,4.00,1,1,1,1,0
Ryan SuccopR. Succop,KC,OAK@KC,4.00,1,1,1,1,0
Phil DawsonP. Dawson,CLE,PIT@CLE,3.00,0,0,1,1,0
Robbie GouldR. Gould,CHI,CHI@GB,3.00,0,0,1,1,0
David BuehlerD. Buehler,DAL,DAL@PHI,2.00,2,2,1,0,0
Graham GanoG. Gano,WAS,NYG@WAS,2.00,2,2,1,0,0
Dan CarpenterD. Carpenter,MIA,MIA@NE,1.00,1,1,1,0,0
Jay FeelyJ. Feely,ARI,ARI@SF,1.00,1,1,0,0,0
Rian LindellR. Lindell,BUF,BUF@NYJ,1.00,1,1,0,0,0
Clint StitserC. Stitser,CIN,CIN@BAL,1.00,1,1,1,0,0
