Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Matt PraterM. Prater,DEN,DEN@TEN,14.00,2,2,4,4,0
Phil DawsonP. Dawson,CLE,CIN@CLE,11.00,2,2,3,3,0
Stephen GostkowskiS. Gostkowski,NE,NE@MIA,11.00,5,5,2,2,0
Nate KaedingN. Kaeding,SD,ARI@SD,11.00,5,5,3,2,0
Rob BironasR. Bironas,TEN,DEN@TEN,10.00,2,2,3,2,1
Matt BryantM. Bryant,ATL,SF@ATL,10.00,1,1,3,3,0
John CarneyJ. Carney,NO,CAR@NO,10.00,1,1,3,3,0
Josh ScobeeJ. Scobee,JAX,IND@JAX,9.00,4,4,1,1,1
Josh BrownJ. Brown,STL,SEA@STL,8.00,2,2,2,2,0
Nick FolkN. Folk,NYJ,NYJ@BUF,8.00,5,5,2,1,0
Mike NugentM. Nugent,CIN,CIN@CLE,8.00,2,2,3,2,0
Neil RackersN. Rackers,HOU,HOU@OAK,7.00,4,4,2,1,0
David AkersD. Akers,PHI,WAS@PHI,6.00,0,0,2,2,0
Jay FeelyJ. Feely,ARI,ARI@SD,6.00,1,1,1,1,1
Sebastian JanikowskiS. Janikowski,OAK,HOU@OAK,6.00,3,3,1,1,0
Billy CundiffB. Cundiff,BAL,BAL@PIT,5.00,2,2,2,1,0
Graham GanoG. Gano,WAS,WAS@PHI,5.00,2,2,1,1,0
Lawrence TynesL. Tynes,NYG,CHI@NYG,5.00,2,2,2,1,0
Mason CrosbyM. Crosby,GB,DET@GB,4.00,4,4,0,0,0
Adam VinatieriA. Vinatieri,IND,IND@JAX,4.00,4,4,0,0,0
Robbie GouldR. Gould,CHI,CHI@NYG,3.00,0,0,1,1,0
Olindo MareO. Mare,SEA,SEA@STL,3.00,0,0,1,1,0
Dan CarpenterD. Carpenter,MIA,NE@MIA,2.00,2,2,1,0,0
John KasayJ. Kasay,CAR,CAR@NO,2.00,2,2,0,0,0
Rian LindellR. Lindell,BUF,NYJ@BUF,2.00,2,2,0,0,0
Joe NedneyJ. Nedney,SF,SF@ATL,2.00,2,2,0,0,0
Jeff ReedJ. Reed,BAL,BAL@PIT,2.00,2,2,2,0,0
Jon RyanJ. Ryan,SEA,SEA@STL,0.00,0,0,0,0,0
