Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Arizona CardinalsARI,ARI,DEN@ARI,26.00,1.0,3,0,3,0,1,13,156,132,288
New England PatriotsNE,NE,NE@CHI,23.00,2.0,2,0,2,0,1,7,138,47,185
New Orleans SaintsNO,NO,STL@NO,22.00,3.0,2,0,1,0,1,13,191,136,327
Detroit LionsDET,DET,GB@DET,20.00,4.0,2,0,1,0,0,3,192,66,258
Miami DolphinsMIA,MIA,MIA@NYJ,20.00,6.0,1,0,1,0,0,6,193,87,280
Baltimore RavensBAL,BAL,BAL@HOU,18.00,2.0,2,0,0,0,2,28,378,111,489
San Francisco 49ersSF,SF,SEA@SF,18.00,1.0,4,0,1,0,1,21,277,84,361
New York JetsNYJ,NYJ,MIA@NYJ,18.00,5.0,0,0,3,0,0,10,30,101,131
Buffalo BillsBUF,BUF,CLE@BUF,17.00,1.0,1,0,2,0,0,6,82,105,187
Atlanta FalconsATL,ATL,ATL@CAR,16.00,5.0,1,0,1,0,0,10,76,212,288
New York GiantsNYG,NYG,NYG@MIN,16.00,4.0,1,0,0,0,0,3,103,61,164
San Diego ChargersSD,SD,KC@SD,14.00,4.0,0,0,0,0,0,0,19,48,67
Green Bay PackersGB,GB,GB@DET,13.00,2.0,2,0,0,0,0,7,96,190,286
Cleveland BrownsCLE,CLE,CLE@BUF,11.00,2.0,0,0,1,0,0,13,131,192,323
Washington RedskinsWAS,WAS,TB@WAS,9.00,1.0,0,0,2,0,0,17,262,103,365
Tampa Bay BuccaneersTB,TB,TB@WAS,8.00,2.0,0,0,1,0,0,16,211,188,399
Seattle SeahawksSEA,SEA,SEA@SF,8.00,2.0,0,0,0,0,1,40,241,95,336
Jacksonville JaguarsJAX,JAX,OAK@JAX,7.00,3.0,1,0,1,0,0,31,323,153,476
St. Louis RamsSTL,STL,STL@NO,7.00,1.0,2,0,1,0,0,31,213,132,345
Kansas City ChiefsKC,KC,KC@SD,6.00,2.0,1,0,1,0,0,31,219,207,426
Minnesota VikingsMIN,MIN,NYG@MIN,6.00,1.0,2,0,0,0,0,21,182,213,395
Dallas CowboysDAL,DAL,PHI@DAL,6.00,2.0,2,0,0,0,0,30,258,171,429
Philadelphia EaglesPHI,PHI,PHI@DAL,6.00,1.0,2,0,0,0,0,27,239,110,349
Cincinnati BengalsCIN,CIN,CIN@PIT,5.00,4.0,0,0,0,0,0,23,231,123,354
Houston TexansHOU,HOU,BAL@HOU,5.00,5.0,0,0,0,0,0,34,190,63,253
Carolina PanthersCAR,CAR,ATL@CAR,5.00,3.0,1,0,0,0,0,31,200,127,327
Oakland RaidersOAK,OAK,OAK@JAX,4.00,2.0,1,0,0,0,0,38,151,234,385
Indianapolis ColtsIND,IND,IND@TEN,4.00,0.0,0,0,2,0,0,28,244,121,365
Chicago BearsCHI,CHI,NE@CHI,3.00,3.0,0,0,0,0,0,36,351,124,475
Denver BroncosDEN,DEN,DEN@ARI,2.00,0.0,0,0,1,0,0,43,146,211,357
Tennessee TitansTEN,TEN,IND@TEN,1.00,1.0,0,0,0,0,0,30,312,87,399
