Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Dallas CowboysDAL,DAL,DAL@IND,20.00,0.0,4,0,0,0,2,35,365,40,405
St. Louis RamsSTL,STL,STL@ARI,18.00,4.0,2,0,0,0,0,6,119,105,224
New England PatriotsNE,NE,NYJ@NE,17.00,1.0,3,0,0,0,0,3,149,152,301
Cleveland BrownsCLE,CLE,CLE@MIA,16.00,1.0,3,0,0,1,0,10,167,114,281
Kansas City ChiefsKC,KC,DEN@KC,16.00,4.0,0,0,1,0,0,6,86,161,247
Minnesota VikingsMIN,MIN,BUF@MIN,15.00,1.0,1,0,4,0,0,14,155,84,239
Buffalo BillsBUF,BUF,BUF@MIN,15.00,1.0,4,0,0,0,1,38,177,210,387
Seattle SeahawksSEA,SEA,CAR@SEA,15.00,3.0,1,0,0,0,1,14,152,131,283
Oakland RaidersOAK,OAK,OAK@SD,15.00,4.0,1,0,1,0,0,13,265,21,286
Jacksonville JaguarsJAX,JAX,JAX@TEN,15.00,1.0,2,0,0,0,0,6,163,57,220
Pittsburgh SteelersPIT,PIT,PIT@BAL,13.00,4.0,0,0,1,0,0,10,226,43,269
Baltimore RavensBAL,BAL,PIT@BAL,12.00,3.0,1,0,0,0,0,13,234,54,288
Denver BroncosDEN,DEN,DEN@KC,11.00,2.0,0,0,1,0,0,10,174,185,359
Indianapolis ColtsIND,IND,DAL@IND,10.00,2.0,0,0,0,1,1,38,151,217,368
Green Bay PackersGB,GB,SF@GB,10.00,4.0,1,0,0,0,0,16,172,97,269
Atlanta FalconsATL,ATL,ATL@TB,10.00,1.0,1,0,0,0,1,24,174,151,325
Miami DolphinsMIA,MIA,CLE@MIA,9.00,2.0,0,0,0,0,0,13,200,52,252
Arizona CardinalsARI,ARI,STL@ARI,8.00,2.0,1,0,0,0,0,19,169,119,288
Detroit LionsDET,DET,CHI@DET,7.00,4.0,0,0,1,0,0,24,197,114,311
Philadelphia EaglesPHI,PHI,HOU@PHI,7.00,2.0,1,0,1,0,0,24,323,108,431
Carolina PanthersCAR,CAR,CAR@SEA,7.00,3.0,2,0,0,0,0,31,210,161,371
Tennessee TitansTEN,TEN,JAX@TEN,7.00,1.0,0,0,0,1,0,17,119,258,377
Chicago BearsCHI,CHI,CHI@DET,6.00,2.0,0,0,0,0,0,20,168,134,302
Cincinnati BengalsCIN,CIN,NO@CIN,4.00,2.0,1,0,0,0,0,34,290,146,436
San Francisco 49ersSF,SF,SF@GB,4.00,4.0,0,0,0,0,0,34,274,136,410
Tampa Bay BuccaneersTB,TB,ATL@TB,4.00,0.0,2,0,0,0,0,28,205,85,290
New Orleans SaintsNO,NO,NO@CIN,3.00,3.0,0,0,0,0,0,30,215,96,311
Houston TexansHOU,HOU,HOU@PHI,3.00,1.0,1,0,0,0,0,34,301,115,416
New York JetsNYJ,NYJ,NYJ@NE,3.00,3.0,0,0,0,0,0,45,304,101,405
San Diego ChargersSD,SD,OAK@SD,3.00,1.0,0,0,1,0,0,28,117,251,368
Washington RedskinsWAS,WAS,WAS@NYG,2.00,0.0,1,0,0,0,0,31,161,197,358
