Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Dallas CowboysDAL,DAL,DAL@PHI,26.00,5.0,3,0,1,0,1,13,123,121,244
Oakland RaidersOAK,OAK,OAK@KC,24.00,7.0,2,0,0,0,1,10,86,115,201
San Francisco 49ersSF,SF,ARI@SF,23.00,6.0,2,0,0,0,1,7,201,78,279
New England PatriotsNE,NE,MIA@NE,22.00,5.0,1,0,1,0,1,7,206,44,250
Atlanta FalconsATL,ATL,CAR@ATL,20.00,3.0,1,0,1,0,1,10,154,137,291
Green Bay PackersGB,GB,CHI@GB,20.00,6.0,2,0,0,0,0,3,117,110,227
Pittsburgh SteelersPIT,PIT,PIT@CLE,17.00,4.0,3,0,0,0,0,9,182,43,225
Baltimore RavensBAL,BAL,CIN@BAL,17.00,0.0,2,0,3,0,0,7,305,90,395
Tampa Bay BuccaneersTB,TB,TB@NO,16.00,3.0,1,0,2,0,0,13,199,106,305
Cincinnati BengalsCIN,CIN,CIN@BAL,15.00,4.0,1,0,1,0,0,13,101,98,199
Seattle SeahawksSEA,SEA,STL@SEA,15.00,3.0,1,0,0,0,0,6,137,47,184
Minnesota VikingsMIN,MIN,MIN@DET,15.00,1.0,1,0,1,0,1,20,250,107,357
New York GiantsNYG,NYG,NYG@WAS,14.00,2.0,1,0,3,0,0,14,318,67,385
Denver BroncosDEN,DEN,SD@DEN,13.00,5.0,1,0,0,0,1,33,283,164,447
Chicago BearsCHI,CHI,CHI@GB,13.00,2.0,1,0,1,0,0,10,224,60,284
Detroit LionsDET,DET,MIN@DET,12.00,3.0,1,0,0,0,0,13,137,74,211
Houston TexansHOU,HOU,JAX@HOU,10.00,2.0,1,0,1,0,0,17,124,198,322
Buffalo BillsBUF,BUF,BUF@NYJ,9.00,1.0,1,0,0,0,1,38,112,276,388
Philadelphia EaglesPHI,PHI,DAL@PHI,8.00,2.0,0,0,1,0,0,14,113,159,272
New Orleans SaintsNO,NO,TB@NO,8.00,3.0,0,0,2,0,0,23,233,84,317
San Diego ChargersSD,SD,SD@DEN,7.00,3.0,2,0,0,0,0,28,191,146,337
Indianapolis ColtsIND,IND,TEN@IND,7.00,1.0,0,0,1,0,0,20,290,51,341
St. Louis RamsSTL,STL,STL@SEA,6.00,0.0,0,0,1,0,0,16,192,141,333
Washington RedskinsWAS,WAS,NYG@WAS,6.00,0.0,1,0,0,0,0,17,243,82,325
Kansas City ChiefsKC,KC,OAK@KC,6.00,4.0,0,0,1,0,0,31,135,209,344
Tennessee TitansTEN,TEN,TEN@IND,4.00,1.0,0,0,1,0,0,23,257,101,358
Carolina PanthersCAR,CAR,CAR@ATL,3.00,1.0,0,0,1,0,0,31,253,99,352
Miami DolphinsMIA,MIA,MIA@NE,2.00,0.0,0,0,1,0,0,38,321,181,502
Cleveland BrownsCLE,CLE,PIT@CLE,2.00,2.0,0,0,0,0,0,41,318,100,418
Arizona CardinalsARI,ARI,ARI@SF,2.00,2.0,0,0,0,0,0,38,262,100,362
Jacksonville JaguarsJAX,JAX,JAX@HOU,0.00,0.0,0,0,0,0,0,34,253,244,497
