Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Arian FosterA. Foster,HOU,HOU@NYJ,30.00,0,0,0,0,0,0,22,84,2,0,6,59,0,0,1,0
Fred JacksonF. Jackson,BUF,BUF@CIN,27.00,0,0,0,0,0,0,21,116,2,0,3,13,0,0,0,0
Maurice Jones-DrewM. Jones-Drew,JAX,CLE@JAX,27.00,1,0,0,0,1,0,23,133,1,0,3,87,0,0,1,0
Peyton HillisP. Hillis,CLE,CLE@JAX,25.00,0,0,0,0,0,0,21,48,0,0,6,95,1,0,0,0
LeSean McCoyL. McCoy,PHI,NYG@PHI,24.00,0,0,0,0,0,0,14,111,1,0,5,29,0,0,0,0
Knowshon MorenoK. Moreno,DEN,DEN@SD,24.00,0,0,0,0,0,0,13,58,1,0,7,62,0,0,0,0
Ray RiceR. Rice,BAL,BAL@CAR,24.00,0,0,0,0,0,0,19,65,1,0,6,66,0,0,0,0
Mike TolbertM. Tolbert,SD,DEN@SD,23.00,0,0,0,0,0,0,25,111,1,0,2,42,0,0,0,0
Cedric BensonC. Benson,CIN,BUF@CIN,22.00,0,0,0,0,0,0,25,124,1,0,3,22,0,0,1,0
Mike GoodsonM. Goodson,CAR,BAL@CAR,20.00,0,0,0,0,0,0,22,120,0,0,5,31,0,0,0,0
Michael TurnerM. Turner,ATL,ATL@STL,20.00,0,0,0,0,0,0,28,131,1,0,1,-4,0,0,0,0
Thomas JonesT. Jones,KC,ARI@KC,19.00,0,0,0,0,0,0,15,71,2,0,0,0,0,0,0,0
Darren SprolesD. Sproles,SD,DEN@SD,18.00,0,0,0,0,0,0,5,14,0,0,5,60,1,0,0,0
Danny WoodheadD. Woodhead,NE,IND@NE,18.00,0,0,0,0,0,0,7,69,1,0,4,21,0,0,0,0
