Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Chicago BearsCHI,CHI,MIN@CHI,16.00,1.0,3,0,1,0,0,13,170,70,240
Dallas CowboysDAL,DAL,DAL@NYG,16.00,0.0,2,0,1,0,1,20,373,107,480
Philadelphia EaglesPHI,PHI,PHI@WAS,14.00,2.0,3,0,0,0,1,28,270,105,375
New England PatriotsNE,NE,NE@PIT,14.00,5.0,1,0,0,0,1,26,349,76,425
Seattle SeahawksSEA,SEA,SEA@ARI,13.00,5.0,1,0,1,0,0,18,286,41,327
Denver BroncosDEN,DEN,KC@DEN,12.00,4.0,0,0,1,0,1,29,433,51,484
Miami DolphinsMIA,MIA,TEN@MIA,12.00,2.0,1,0,2,0,0,17,124,135,259
New York JetsNYJ,NYJ,NYJ@CLE,11.00,3.0,0,0,2,0,0,20,196,107,303
Buffalo BillsBUF,BUF,DET@BUF,10.00,1.0,1,0,0,0,0,12,314,76,390
Tampa Bay BuccaneersTB,TB,CAR@TB,8.00,2.0,0,0,1,0,0,16,182,118,300
Atlanta FalconsATL,ATL,BAL@ATL,7.00,2.0,1,0,1,0,0,21,204,116,320
San Francisco 49ersSF,SF,STL@SF,7.00,3.0,0,0,0,0,0,20,228,104,332
Minnesota VikingsMIN,MIN,MIN@CHI,7.00,2.0,2,0,0,0,0,27,230,130,360
Detroit LionsDET,DET,DET@BUF,7.00,1.0,0,0,1,0,0,14,139,149,288
St. Louis RamsSTL,STL,STL@SF,6.00,5.0,0,0,0,0,0,23,323,98,421
Cleveland BrownsCLE,CLE,NYJ@CLE,5.00,2.0,1,0,0,0,0,26,284,172,456
Carolina PanthersCAR,CAR,CAR@TB,5.00,1.0,0,0,2,0,0,31,235,186,421
Arizona CardinalsARI,ARI,SEA@ARI,4.00,2.0,1,0,0,0,0,36,380,110,490
New York GiantsNYG,NYG,DAL@NYG,4.00,0.0,1,0,0,1,0,33,327,100,427
Jacksonville JaguarsJAX,JAX,HOU@JAX,3.00,0.0,0,0,1,0,0,24,314,81,395
Cincinnati BengalsCIN,CIN,CIN@IND,3.00,2.0,0,0,0,0,0,23,180,76,256
Tennessee TitansTEN,TEN,TEN@MIA,3.00,1.0,1,0,0,0,0,29,316,88,404
Baltimore RavensBAL,BAL,BAL@ATL,3.00,2.0,0,0,0,0,0,26,302,60,362
Houston TexansHOU,HOU,HOU@JAX,2.00,2.0,0,0,0,0,0,31,326,165,491
Washington RedskinsWAS,WAS,PHI@WAS,1.00,1.0,0,0,0,0,0,59,332,260,592
Pittsburgh SteelersPIT,PIT,NE@PIT,0.00,0.0,0,0,0,0,0,39,350,103,453
Kansas City ChiefsKC,KC,KC@DEN,0.00,0.0,0,0,0,0,0,49,299,153,452
