Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Greg JenningsG. Jennings,GB,GB@MIN,40.00,0,0,0,0,0,0,0,0,0,0,7,152,3,0,0,0
Stevie JohnsonS. Johnson,BUF,BUF@CIN,39.00,0,0,0,0,0,0,0,0,0,0,8,137,3,0,0,0
Marques ColstonM. Colston,NO,SEA@NO,31.00,0,0,0,0,0,0,0,0,0,0,8,113,2,0,0,0
Santonio HolmesS. Holmes,NYJ,HOU@NYJ,31.00,0,0,0,0,0,0,0,0,0,0,7,126,2,0,0,0
Dwayne BoweD. Bowe,KC,ARI@KC,28.00,0,0,0,0,0,0,0,0,0,0,6,109,2,0,0,0
Reggie WayneR. Wayne,IND,IND@NE,24.00,0,0,0,0,0,0,0,0,0,0,8,107,1,0,0,0
Nate BurlesonN. Burleson,DET,DET@DAL,23.00,0,0,0,0,0,0,1,15,0,0,7,97,1,0,0,0
Santana MossS. Moss,WAS,WAS@TEN,22.00,0,0,0,0,0,0,0,0,0,0,6,106,1,0,0,0
Larry FitzgeraldL. Fitzgerald,ARI,ARI@KC,21.00,0,0,0,0,0,0,0,0,0,0,6,90,1,0,0,0
Jeremy MaclinJ. Maclin,PHI,NYG@PHI,21.00,0,0,0,0,0,0,0,0,0,0,9,120,0,0,0,0
Mike WallaceM. Wallace,PIT,OAK@PIT,21.00,0,0,0,0,0,0,1,19,0,0,3,116,1,0,0,0
Blair WhiteB. White,IND,IND@NE,21.00,0,0,0,0,0,0,0,0,0,0,5,42,2,0,0,0
Robert MeachemR. Meachem,NO,SEA@NO,20.00,0,0,0,0,0,0,1,8,0,0,3,50,2,0,0,0
Patrick CraytonP. Crayton,DEN,DEN@SD,19.00,1,0,0,0,0,0,0,0,0,0,3,105,1,0,0,0
Brandon LloydB. Lloyd,DEN,DEN@SD,19.00,0,0,0,0,0,0,0,0,0,0,6,78,1,0,0,0
Ben ObomanuB. Obomanu,SEA,SEA@NO,19.00,0,0,0,0,0,0,0,0,0,0,5,87,1,0,0,0
Roddy WhiteR. White,ATL,ATL@STL,19.00,0,0,0,0,0,0,0,0,0,0,9,83,0,1,0,0
Braylon EdwardsB. Edwards,NYJ,HOU@NYJ,18.00,0,0,0,0,0,0,0,0,0,0,4,86,1,0,0,0
Donald JonesD. Jones,BUF,BUF@CIN,18.00,0,0,0,0,0,0,1,1,0,0,5,70,1,0,0,0
David GettisD. Gettis,CAR,BAL@CAR,17.00,0,0,0,0,0,0,0,0,0,0,2,92,1,0,0,0
Calvin JohnsonC. Johnson,DET,DET@DAL,16.00,0,0,0,0,0,0,0,0,0,0,6,46,1,0,0,0
Nate WashingtonN. Washington,TEN,WAS@TEN,16.00,0,0,0,0,0,0,0,0,0,0,5,117,0,0,0,0
Wes WelkerW. Welker,NE,IND@NE,16.00,0,0,0,0,0,0,0,0,0,0,5,58,1,0,0,0
Mike WilliamsM. Williams,SEA,SEA@NO,16.00,0,0,0,0,0,0,0,0,0,0,6,109,0,0,0,0
Brandon GibsonB. Gibson,STL,ATL@STL,15.00,0,0,0,0,0,0,0,0,0,0,5,42,1,0,0,0
T.J. HoushmandzadehT. Houshmandzadeh,BAL,BAL@CAR,15.00,0,0,0,0,0,0,0,0,0,0,2,79,1,0,0,0
Terrell OwensT. Owens,CIN,BUF@CIN,15.00,0,0,0,0,0,0,0,0,0,0,3,63,1,0,0,0
Danny AmendolaD. Amendola,STL,ATL@STL,14.00,0,0,0,0,0,0,0,0,0,0,8,63,0,0,0,0
Miles AustinM. Austin,DAL,DET@DAL,14.00,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0
Deion BranchD. Branch,NE,IND@NE,14.00,0,0,0,0,0,0,0,0,0,0,7,70,0,0,0,0
Steve BreastonS. Breaston,ARI,ARI@KC,14.00,0,0,0,0,0,0,0,0,0,0,5,92,0,0,0,0
James JonesJ. Jones,GB,GB@MIN,14.00,0,0,0,0,0,0,0,0,0,0,3,51,1,0,0,0
