Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Oakland RaidersOAK,OAK,SEA@OAK,20.00,8.0,1,0,0,0,0,3,117,47,164
St. Louis RamsSTL,STL,CAR@STL,18.00,3.0,3,0,1,0,0,10,176,25,201
Detroit LionsDET,DET,WAS@DET,18.00,7.0,1,0,1,0,1,25,195,80,275
Green Bay PackersGB,GB,GB@NYJ,18.00,2.0,2,0,1,0,0,0,241,119,360
Indianapolis ColtsIND,IND,HOU@IND,17.00,3.0,1,0,1,0,1,17,183,108,291
Arizona CardinalsARI,ARI,TB@ARI,14.00,2.0,0,0,2,1,1,38,253,154,407
Jacksonville JaguarsJAX,JAX,JAX@DAL,14.00,2.0,4,0,0,0,0,17,365,50,415
New Orleans SaintsNO,NO,PIT@NO,14.00,3.0,1,0,1,0,0,10,171,108,279
San Francisco 49ersSF,SF,DEN@SF,12.00,4.0,1,0,1,0,0,16,339,59,398
Kansas City ChiefsKC,KC,BUF@KC,12.00,3.0,1,0,0,0,0,10,191,137,328
Washington RedskinsWAS,WAS,WAS@DET,11.00,1.0,1,0,1,0,1,37,202,102,304
Buffalo BillsBUF,BUF,BUF@KC,10.00,3.0,0,0,0,0,0,13,140,274,414
Pittsburgh SteelersPIT,PIT,PIT@NO,10.00,2.0,1,0,1,0,0,20,288,30,318
New York JetsNYJ,NYJ,GB@NYJ,9.00,2.0,0,0,0,0,0,9,156,81,237
New England PatriotsNE,NE,MIN@NE,7.00,1.0,1,0,0,0,0,18,285,125,410
Tennessee TitansTEN,TEN,TEN@SD,7.00,1.0,1,1,0,1,0,33,300,156,456
Miami DolphinsMIA,MIA,MIA@CIN,6.00,0.0,1,0,0,0,0,14,156,106,262
Carolina PanthersCAR,CAR,CAR@STL,6.00,2.0,0,0,0,0,0,20,184,62,246
Dallas CowboysDAL,DAL,JAX@DAL,5.00,3.0,0,0,1,0,0,35,238,149,387
Cincinnati BengalsCIN,CIN,MIA@CIN,5.00,0.0,1,0,1,0,0,22,217,137,354
Seattle SeahawksSEA,SEA,SEA@OAK,2.00,2.0,0,0,0,0,0,33,306,239,545
Houston TexansHOU,HOU,HOU@IND,1.00,1.0,0,0,0,0,0,30,259,107,366
San Diego ChargersSD,SD,TEN@SD,1.00,0.0,0,0,0,0,0,25,305,65,370
Denver BroncosDEN,DEN,DEN@SF,1.00,0.0,0,0,0,0,0,24,196,143,339
Minnesota VikingsMIN,MIN,MIN@NE,0.00,0.0,0,0,0,0,0,28,240,122,362
