Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Billy CundiffB. Cundiff,BAL,MIA@BAL,14.00,2,2,5,4,0
Nick FolkN. Folk,NYJ,NYJ@DET,11.00,2,2,3,3,0
Sebastian JanikowskiS. Janikowski,OAK,KC@OAK,11.00,2,2,4,3,0
Neil RackersN. Rackers,HOU,SD@HOU,11.00,2,2,3,3,0
Jeff ReedJ. Reed,PIT,PIT@CIN,11.00,3,3,3,2,1
Lawrence TynesL. Tynes,NYG,NYG@SEA,11.00,5,5,2,2,0
Phil DawsonP. Dawson,CLE,NE@CLE,10.00,4,4,2,2,0
Garrett HartleyG. Hartley,NO,NO@CAR,10.00,4,4,2,2,0
Matt BryantM. Bryant,ATL,TB@ATL,9.00,3,3,2,2,0
Mason CrosbyM. Crosby,GB,DAL@GB,9.00,6,6,2,1,0
Ryan LongwellR. Longwell,MIN,ARI@MIN,9.00,3,3,2,2,0
Ryan SuccopR. Succop,KC,KC@OAK,8.00,2,2,2,2,0
Jay FeelyJ. Feely,ARI,ARI@MIN,6.00,3,3,1,1,0
Adam VinatieriA. Vinatieri,IND,IND@PHI,6.00,3,3,1,1,0
Dan CarpenterD. Carpenter,MIA,MIA@BAL,4.00,1,1,2,1,0
Connor BarthC. Barth,TB,TB@ATL,3.00,3,3,0,0,0
Kris BrownK. Brown,HOU,SD@HOU,3.00,3,3,0,0,0
John KasayJ. Kasay,CAR,NO@CAR,3.00,0,0,2,1,0
Mike NugentM. Nugent,CIN,PIT@CIN,3.00,3,3,2,0,0
Robbie GouldR. Gould,CHI,CHI@BUF,2.00,2,2,1,0,0
Jason HansonJ. Hanson,DET,NYJ@DET,2.00,2,2,0,0,0
David BuehlerD. Buehler,DAL,DAL@GB,1.00,1,1,0,0,0
Stephen GostkowskiS. Gostkowski,NE,NE@CLE,1.00,1,1,0,0,0
Rian LindellR. Lindell,BUF,CHI@BUF,1.00,2,1,0,0,0
Olindo MareO. Mare,SEA,NYG@SEA,1.00,1,1,0,0,0
