Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
David AkersD. Akers,PHI,NYG@PHI,13.00,1,1,5,4,0
Billy CundiffB. Cundiff,BAL,BAL@CAR,13.00,4,4,3,3,0
Graham GanoG. Gano,WAS,WAS@TEN,13.00,1,1,6,4,0
Olindo MareO. Mare,SEA,SEA@NO,13.00,1,1,4,4,0
Nick FolkN. Folk,NYJ,HOU@NYJ,12.00,3,3,4,3,0
Robbie GouldR. Gould,CHI,CHI@MIA,12.00,1,1,3,3,1
Rob BironasR. Bironas,TEN,WAS@TEN,10.00,1,1,3,3,0
Neil RackersN. Rackers,HOU,HOU@NYJ,9.00,3,3,2,2,0
Phil DawsonP. Dawson,CLE,CLE@JAX,8.00,2,2,4,2,0
Josh BrownJ. Brown,STL,ATL@STL,7.00,2,2,1,1,1
Mason CrosbyM. Crosby,GB,GB@MIN,7.00,4,4,1,1,0
Jay FeelyJ. Feely,ARI,ARI@KC,7.00,1,1,2,2,0
Shayne GrahamS. Graham,NE,IND@NE,7.00,4,4,1,1,0
John KasayJ. Kasay,CAR,BAL@CAR,7.00,1,1,2,2,0
Rian LindellR. Lindell,BUF,BUF@CIN,7.00,7,7,1,0,0
Aaron PettreyA. Pettrey,CIN,BUF@CIN,7.00,4,4,2,1,0
Ryan SuccopR. Succop,KC,ARI@KC,7.00,4,4,1,1,0
Josh ScobeeJ. Scobee,JAX,CLE@JAX,6.00,3,3,1,1,0
David BuehlerD. Buehler,DAL,DET@DAL,5.00,5,5,0,0,0
Nate KaedingN. Kaeding,SD,DEN@SD,5.00,5,5,1,0,0
Dave RaynerD. Rayner,DET,DET@DAL,5.00,2,2,1,1,0
Shaun SuishamS. Suisham,PIT,OAK@PIT,5.00,5,5,0,0,0
Lawrence TynesL. Tynes,NYG,NYG@PHI,5.00,2,2,1,1,0
Garrett HartleyG. Hartley,NO,SEA@NO,4.00,4,4,1,0,0
Adam VinatieriA. Vinatieri,IND,IND@NE,4.00,4,4,0,0,0
Connor BarthC. Barth,TB,TB@SF,3.00,3,3,1,0,0
Sebastian JanikowskiS. Janikowski,OAK,OAK@PIT,3.00,0,0,1,1,0
Ryan LongwellR. Longwell,MIN,GB@MIN,3.00,0,0,1,1,0
Matt PraterM. Prater,DEN,DEN@SD,2.00,2,2,0,0,0
