Player,Team,Game,Points,Passing Attempts,Passing Completions,Passing Yards,Passing TDs,Interceptions,Passing 2Pt Conv,Rushing Attempts,Rushing Yards,Rushing TDs,Rushing 2Pt Conv,Receptions,Receiving Yards,Receiving TDs,Receiving 2Pt Conv,Fumbles,Fumble TDs
Rob BironasR. Bironas,TEN,TEN@JAX,12.00,3,3,3,3,0
Jason HansonJ. Hanson,DET,DET@NYG,12.00,2,2,2,2,2
Stephen GostkowskiS. Gostkowski,NE,BAL@NE,11.00,2,2,3,3,0
Matt PraterM. Prater,DEN,NYJ@DEN,10.00,2,2,3,2,1
Sebastian JanikowskiS. Janikowski,OAK,OAK@SF,9.00,0,0,3,3,0
Adam VinatieriA. Vinatieri,IND,IND@WAS,9.00,3,3,4,2,0
Josh BrownJ. Brown,STL,SD@STL,8.00,2,2,2,2,0
Mason CrosbyM. Crosby,GB,MIA@GB,8.00,2,2,2,2,0
Billy CundiffB. Cundiff,BAL,BAL@NE,8.00,2,2,2,2,0
Nick FolkN. Folk,NYJ,NYJ@DEN,8.00,3,3,1,1,1
Robbie GouldR. Gould,CHI,SEA@CHI,8.00,2,2,3,2,0
David AkersD. Akers,PHI,ATL@PHI,7.00,4,4,4,1,0
Garrett HartleyG. Hartley,NO,NO@TB,7.00,4,4,2,1,0
Ryan SuccopR. Succop,KC,KC@HOU,7.00,4,4,1,1,0
Graham GanoG. Gano,WAS,IND@WAS,6.00,3,3,2,1,0
Ryan LongwellR. Longwell,MIN,DAL@MIN,6.00,3,3,1,1,0
Matt BryantM. Bryant,ATL,ATL@PHI,5.00,2,2,2,1,0
Nate KaedingN. Kaeding,SD,SD@STL,5.00,2,2,2,1,0
Joe NedneyJ. Nedney,SF,OAK@SF,5.00,2,2,1,1,0
Neil RackersN. Rackers,HOU,KC@HOU,5.00,5,5,0,0,0
Phil DawsonP. Dawson,CLE,CLE@PIT,4.00,1,1,1,1,0
Shayne GrahamS. Graham,DET,DET@NYG,4.00,4,4,0,0,0
Jeff ReedJ. Reed,CLE,CLE@PIT,4.00,4,4,0,0,0
David BuehlerD. Buehler,DAL,DAL@MIN,3.00,3,3,0,0,0
Olindo MareO. Mare,SEA,SEA@CHI,3.00,3,3,0,0,0
Josh ScobeeJ. Scobee,JAX,TEN@JAX,3.00,0,0,1,1,0
Connor BarthC. Barth,TB,NO@TB,0.00,0,0,2,0,0
